adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
17576,17518,15517,20204,preheat
17560,17509,15502,20204,preheat
17551,17495,15481,20202,preheat
17540,17488,15467,20194,preheat
17527,17471,15450,20192,preheat
17514,17462,15439,20188,preheat
17502,17452,15426,20184,preheat
17491,17436,15407,20182,preheat
17478,17426,15390,20176,preheat
17467,17413,15375,20167,preheat
17459,17406,15364,20162,preheat
17447,17390,15348,20160,preheat
17438,17378,15338,20153,preheat
17428,17371,15325,20143,preheat
17418,17361,15311,20138,preheat
17406,17346,15299,20137,preheat
17394,17333,15280,20129,preheat
17389,17321,15260,20121,preheat
17375,17308,15240,20115,preheat
17361,17294,15226,20106,preheat
17349,17280,15211,20100,preheat
17337,17266,15196,20095,preheat
17322,17247,15179,20085,preheat
17312,17239,15158,20075,preheat
17301,17223,15141,20067,preheat
17291,17216,15118,20064,preheat
17284,17206,15103,20060,preheat
17279,17200,15089,20054,preheat
17272,17189,15075,20051,preheat
17265,17188,15055,20048,preheat
17261,17179,15046,20042,preheat
17263,17179,15038,20035,preheat
17261,17173,15041,20038,preheat
17263,17176,15046,20034,preheat
17261,17166,15051,20040,preheat
17258,17170,15052,20029,preheat
17264,17164,15054,20032,preheat
17260,17163,15057,20027,preheat
17264,17162,15059,20025,preheat
17262,17160,15063,20024,preheat
17261,17159,15064,20024,preheat
17260,17160,15066,20021,preheat
17256,17160,15072,20022,preheat
17252,17159,15073,20021,preheat
17244,17150,15059,20014,preheat
17241,17147,15037,20016,preheat
17239,17144,15024,20010,preheat
17234,17138,15002,20009,preheat
17227,17130,14985,20005,preheat
17219,17124,14968,19997,preheat
17218,17119,14952,19996,preheat
17209,17110,14943,19995,preheat
17205,17102,14934,19990,preheat
17199,17096,14920,19980,preheat
17196,17092,14911,19979,preheat
17191,17087,14896,19975,preheat
17184,17082,14885,19974,preheat
17177,17079,14876,19969,preheat
17172,17073,14859,19964,preheat
17171,17065,14849,19962,preheat
17169,17060,14849,19955,preheat
17165,17052,14848,19953,preheat
17161,17048,14845,19951,preheat
17156,17045,14842,19943,preheat
17157,17044,14835,19945,preheat
17155,17043,14826,19942,preheat
17153,17042,14827,19940,preheat
17150,17035,14829,19942,preheat
17150,17030,14840,19943,preheat
17148,17026,14851,19945,preheat
17146,17023,14866,19941,preheat
17142,17027,14871,19937,preheat
17144,17023,14881,19940,preheat
17141,17021,14883,19937,preheat
17140,17015,14876,19937,preheat
17136,17015,14874,19938,preheat
17139,17013,14876,19936,preheat
17136,17006,14872,19933,preheat
17135,17001,14870,19930,preheat
17131,16996,14861,19927,preheat
17127,16990,14852,19920,preheat
17121,16980,14842,19916,preheat
17117,16971,14832,19910,preheat
17108,16964,14825,19907,preheat
17102,16955,14816,19902,preheat
17097,16951,14810,19898,preheat
17088,16937,14806,19893,preheat
17079,16933,14807,19886,preheat
17075,16928,14808,19883,preheat
17071,16921,14807,19877,preheat
17068,16919,14803,19879,preheat
17065,16910,14796,19871,preheat
17062,16907,14787,19870,preheat
17057,16897,14784,19867,preheat
17054,16889,14775,19863,preheat
17048,16884,14771,19855,preheat
17042,16877,14763,19852,preheat
17041,16876,14757,19846,preheat
17036,16870,14745,19842,preheat
17029,16862,14733,19841,preheat
17026,16856,14724,19838,preheat
17021,16851,14719,19833,preheat
17017,16845,14715,19828,preheat
17013,16844,14710,19824,preheat
17010,16835,14702,19824,preheat
17010,16831,14700,19821,preheat
17007,16831,14692,19823,preheat
17004,16821,14684,19814,preheat
17000,16819,14678,19813,preheat
17000,16812,14670,19810,preheat
16998,16812,14669,19803,preheat
16993,16808,14663,19801,preheat
16996,16808,14659,19802,preheat
16998,16807,14659,19799,preheat
16998,16807,14655,19800,preheat
16996,16808,14658,19794,preheat
17001,16812,14653,19794,preheat
17004,16818,14652,19795,preheat
17011,16823,14653,19799,preheat
17014,16828,14662,19797,preheat
17016,16832,14670,19800,preheat
17027,16838,14679,19799,preheat
17030,16840,14685,19803,preheat
17038,16848,14693,19800,charge
17042,16850,14715,19806,charge
17053,16862,14732,19808,charge
17055,16866,14743,19816,charge
17068,16878,14753,19817,charge
17077,16890,14767,19817,charge
17085,16899,14780,19827,charge
17095,16912,14796,19835,charge
17103,16918,14811,19843,charge
17113,16925,14822,19844,charge
17109,16917,14820,19846,charge
17103,16911,14817,19847,charge
17092,16895,14802,19838,charge
17073,16870,14785,19831,charge
17048,16844,14758,19822,charge
17022,16810,14727,19805,charge
16988,16771,14692,19785,charge
16956,16737,14660,19766,charge
16924,16700,14624,19747,charge
16893,16667,14585,19729,charge
16861,16639,14543,19708,charge
16836,16611,14507,19687,charge
16814,16580,14476,19678,charge
16790,16552,14440,19658,charge
16773,16524,14411,19642,charge
16752,16495,14377,19627,charge
16739,16466,14342,19608,charge
16721,16434,14306,19588,charge
16702,16403,14275,19574,charge
16686,16372,14245,19558,charge
16675,16341,14211,19538,charge
16660,16311,14179,19521,charge
16652,16285,14152,19500,charge
16640,16251,14121,19485,charge
16635,16223,14089,19468,charge
16626,16194,14064,19447,charge
16619,16167,14037,19429,charge
16617,16143,14010,19411,charge
16616,16120,13987,19398,charge
16619,16110,13976,19388,charge
16630,16103,13970,19376,charge
16643,16105,13967,19371,charge
16661,16112,13971,19367,charge
16689,16131,13987,19373,charge
16714,16149,14005,19383,charge
16749,16181,14025,19394,charge
16781,16214,14068,19419,charge
16828,16253,14116,19440,charge
16872,16298,14168,19480,charge
16919,16342,14219,19509,charge
16970,16389,14279,19550,charge
17007,16437,14343,19589,charge
17039,16485,14392,19624,charge
17073,16534,14447,19673,charge
17107,16581,14513,19714,charge
17144,16631,14583,19761,charge
17184,16678,14640,19805,charge
17230,16729,14697,19850,charge
17269,16777,14754,19895,charge
17297,16815,14818,19941,charge
17329,16856,14866,19978,charge
17357,16892,14914,20017,charge
17383,16931,14959,20055,charge
17409,16970,14997,20088,charge
17439,17013,15039,20123,charge
17468,17049,15079,20162,charge
17496,17095,15123,20197,charge
17526,17137,15173,20245,charge
17554,17184,15228,20289,charge
17584,17232,15290,20337,charge
17618,17277,15353,20388,charge
17653,17328,15413,20438,charge
17680,17363,15475,20492,charge
17707,17410,15535,20544,charge
17739,17457,15581,20599,charge
17765,17503,15621,20654,charge
17803,17554,15664,20707,charge
17839,17606,15720,20768,charge
17879,17661,15781,20828,charge
17920,17718,15843,20895,charge
17958,17770,15906,20959,charge
17999,17829,15983,21025,charge
18044,17883,16061,21091,charge
18086,17939,16114,21150,charge
18118,17997,16183,21211,charge
18150,18044,16246,21265,charge
18192,18091,16312,21317,charge
18226,18138,16357,21363,charge
18260,18189,16405,21408,charge
18301,18225,16449,21452,charge
18332,18264,16491,21488,charge
18363,18298,16540,21521,charge
18386,18331,16588,21549,charge
18405,18359,16620,21581,charge
18425,18382,16644,21602,charge
18443,18400,16676,21615,charge
18449,18409,16687,21623,charge
18453,18415,16698,21628,charge
18457,18421,16696,21622,charge
18454,18427,16704,21627,charge
18454,18427,16708,21623,charge
18456,18426,16705,21616,charge
18452,18428,16700,21615,charge
18449,18431,16698,21610,charge
18453,18440,16703,21610,charge
18451,18453,16714,21612,charge
18465,18475,16734,21625,charge
18480,18495,16767,21637,charge
18494,18520,16814,21664,charge
18513,18544,16833,21686,charge
18537,18575,16851,21717,charge
18556,18599,16881,21746,charge
18576,18629,16912,21772,charge
18599,18652,16946,21801,charge
18617,18676,16979,21836,charge
18637,18706,17000,21867,charge
18658,18738,17039,21893,charge
18691,18770,17075,21929,charge
18707,18799,17119,21963,charge
18733,18828,17169,21993,charge
18760,18852,17220,22027,charge
18776,18868,17249,22051,charge
18792,18887,17273,22076,charge
18805,18906,17287,22094,charge
18809,18923,17294,22110,charge
18829,18942,17312,22129,charge
18845,18963,17336,22147,charge
18861,18977,17355,22157,charge
18875,18984,17375,22177,charge
18878,18993,17393,22186,charge
18884,18996,17414,22192,charge
18890,19009,17433,22205,charge
18895,19020,17448,22205,charge
18900,19024,17458,22218,charge
18905,19034,17472,22219,charge
18916,19049,17477,22225,charge
18923,19058,17488,22236,charge
18929,19062,17503,22238,charge
18940,19071,17522,22244,charge
18949,19077,17532,22254,charge
18951,19077,17533,22257,charge
18948,19068,17528,22255,charge
18938,19058,17517,22251,charge
18937,19046,17501,22237,charge
18920,19032,17477,22232,charge
18906,19013,17458,22211,charge
18887,18994,17431,22193,charge
18868,18977,17401,22176,charge
18847,18953,17365,22152,charge
18829,18929,17328,22130,charge
18809,18899,17294,22097,charge
18791,18878,17256,22070,charge
18768,18850,17232,22039,charge
18748,18828,17198,22005,charge
18730,18806,17165,21972,charge
18713,18792,17129,21946,charge
18691,18769,17097,21919,charge
18678,18755,17069,21887,charge
18660,18738,17053,21858,charge
18649,18716,17033,21826,charge
18639,18703,17019,21794,charge
18627,18688,17000,21771,charge
18618,18685,16979,21748,charge
18620,18681,16963,21735,charge
18616,18683,16944,21720,charge
18611,18679,16941,21707,charge
18605,18686,16961,21704,charge
18607,18686,16966,21704,charge
18614,18688,16972,21700,charge
18621,18696,16980,21698,charge
18631,18702,16992,21701,charge
18640,18708,16997,21710,charge
18652,18726,17012,21716,charge
18654,18730,17019,21723,charge
18670,18735,17030,21732,charge
18681,18743,17036,21744,charge
18686,18753,17044,21757,charge
18699,18764,17052,21767,charge
18713,18776,17071,21792,charge
18729,18796,17088,21810,charge
18748,18826,17100,21841,charge
18770,18855,17131,21873,charge
18788,18893,17173,21903,charge
18823,18930,17233,21948,charge
18861,18966,17289,21985,charge
18896,19003,17345,22027,charge
18923,19034,17378,22067,charge
18947,19060,17416,22104,charge
18959,19085,17454,22129,charge
18975,19098,17479,22152,charge
18993,19111,17509,22176,charge
19008,19126,17526,22186,charge
19022,19139,17539,22198,charge
19036,19148,17560,22212,charge
19046,19158,17575,22221,charge
19054,19167,17586,22229,charge
19057,19174,17604,22241,charge
19062,19181,17617,22242,charge
19060,19184,17634,22248,charge
19063,19179,17637,22253,charge
19067,19181,17639,22251,charge
19062,19175,17630,22243,charge
19056,19169,17623,22240,charge
19051,19156,17612,22232,charge
19036,19143,17601,22223,charge
19032,19135,17591,22210,charge
19023,19138,17591,22199,charge
19014,19130,17579,22197,charge
19014,19130,17574,22187,charge
19006,19128,17567,22182,charge
19004,19126,17559,22180,charge
19002,19128,17551,22173,charge
19003,19124,17541,22171,charge
19002,19122,17531,22162,charge
18997,19123,17526,22153,charge
19003,19127,17520,22156,charge
19010,19134,17514,22153,charge
19021,19152,17529,22150,charge
19032,19179,17538,22161,charge
19054,19202,17545,22176,charge
19087,19236,17567,22196,charge
19115,19260,17613,22217,charge
19145,19290,17660,22242,charge
19170,19314,17693,22262,charge
19191,19334,17730,22283,charge
19205,19353,17765,22297,charge
19212,19358,17782,22306,charge
19213,19356,17793,22311,charge
19216,19352,17802,22316,charge
19209,19344,17795,22307,charge
19199,19331,17777,22300,charge
19184,19313,17756,22287,charge
19165,19299,17733,22274,charge
19155,19283,17722,22261,charge
19140,19270,17711,22245,charge
19132,19265,17703,22234,charge
19121,19262,17696,22232,charge
19120,19267,17711,22221,charge
19128,19280,17734,22230,charge
19144,19290,17742,22233,charge
19152,19302,17756,22248,charge
19164,19312,17769,22258,charge
19176,19319,17770,22270,charge
19179,19324,17770,22277,charge
19187,19327,17767,22277,charge
19186,19330,17768,22278,charge
19193,19339,17774,22283,charge
19202,19341,17779,22289,charge
19202,19344,17787,22295,charge
19199,19342,17790,22298,charge
19199,19340,17772,22295,charge
19201,19340,17762,22295,charge
19206,19345,17765,22297,charge
19214,19349,17771,22294,charge
19222,19357,17776,22300,charge
19224,19367,17775,22310,charge
19238,19373,17779,22317,charge
19241,19389,17792,22323,charge
19252,19397,17820,22337,charge
19263,19416,17850,22351,charge
19275,19434,17878,22366,charge
19294,19453,17903,22378,charge
19316,19475,17941,22397,charge
19337,19495,17973,22419,charge
19358,19517,18002,22440,charge
19380,19537,18024,22458,charge
19388,19549,18041,22471,charge
19400,19552,18052,22480,charge
19405,19563,18071,22495,charge
19414,19568,18086,22499,charge
19421,19582,18102,22506,charge
19430,19590,18117,22517,charge
19439,19602,18124,22520,charge
19449,19607,18131,22524,charge
19451,19618,18133,22532,charge
19452,19622,18141,22536,charge
19457,19626,18146,22542,charge
19464,19634,18152,22545,charge
19470,19633,18166,22553,charge
19476,19640,18172,22561,charge
19479,19648,18189,22560,charge
19487,19660,18210,22562,charge
19499,19673,18222,22570,charge
19515,19689,18230,22581,charge
19523,19694,18227,22586,charge
19534,19710,18240,22593,charge
19556,19727,18263,22598,charge
19578,19752,18285,22610,charge
19603,19780,18318,22635,charge
19623,19802,18343,22649,charge
19644,19820,18380,22665,charge
19662,19837,18410,22676,charge
19673,19846,18434,22678,charge
19684,19853,18456,22682,charge
19693,19863,18471,22690,charge
19701,19871,18471,22696,charge
19699,19868,18471,22692,charge
19696,19866,18464,22696,charge
19685,19859,18454,22690,charge
19681,19851,18442,22684,charge
19668,19843,18431,22678,charge
19653,19831,18410,22668,charge
19640,19829,18394,22659,charge
19637,19826,18398,22659,charge
19644,19842,18400,22654,charge
19659,19849,18413,22652,charge
19670,19856,18416,22658,charge
19678,19861,18418,22660,charge
19683,19862,18421,22660,charge
19681,19857,18427,22659,charge
19681,19856,18440,22661,charge
19673,19848,18450,22650,charge
19663,19843,18455,22644,charge
19648,19833,18449,22636,charge
19641,19823,18438,22626,charge
19639,19822,18427,22617,charge
19634,19816,18424,22611,charge
19625,19801,18418,22601,charge
19622,19796,18424,22592,charge
19620,19788,18421,22587,charge
19605,19778,18404,22580,charge
19594,19762,18387,22569,charge
19578,19749,18367,22557,charge
19567,19741,18362,22551,charge
19559,19732,18343,22538,charge
19556,19727,18321,22529,charge
19554,19721,18307,22523,charge
19559,19733,18304,22521,charge
19571,19756,18303,22533,charge
19585,19767,18301,22538,charge
