adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
21034,20747,19494,22823,preheat
21048,20775,19499,22823,preheat
21067,20797,19527,22824,preheat
21085,20825,19568,22826,preheat
21097,20852,19603,22831,preheat
21113,20876,19636,22833,preheat
21133,20899,19665,22840,preheat
21155,20920,19705,22851,preheat
21177,20937,19728,22856,preheat
21191,20957,19747,22861,preheat
21211,20976,19765,22870,preheat
21222,20987,19773,22877,preheat
21236,21004,19785,22885,preheat
21250,21019,19800,22895,preheat
21264,21034,19806,22907,preheat
21277,21046,19817,22912,preheat
21293,21063,19836,22921,preheat
21303,21077,19865,22929,preheat
21315,21084,19877,22935,preheat
21325,21100,19880,22944,preheat
21335,21110,19874,22947,preheat
21347,21121,19887,22955,preheat
21353,21137,19897,22963,preheat
21359,21152,19912,22970,preheat
21369,21160,19938,22979,preheat
21379,21168,19960,22985,preheat
21388,21174,19978,22994,preheat
21402,21186,19990,22999,preheat
21406,21189,20005,23003,preheat
21416,21192,20017,23008,preheat
21410,21202,20035,23013,preheat
21419,21205,20049,23022,preheat
21417,21204,20048,23029,preheat
21422,21203,20054,23025,preheat
21416,21197,20059,23032,preheat
21410,21187,20055,23033,preheat
21405,21169,20046,23034,preheat
21389,21152,20040,23026,preheat
21374,21131,20024,23027,preheat
21357,21109,20003,23021,preheat
21334,21077,19975,23009,preheat
21312,21039,19939,23002,preheat
21286,21004,19887,22990,preheat
21256,20962,19846,22977,preheat
21222,20918,19805,22966,preheat
21183,20875,19765,22947,preheat
21153,20827,19712,22933,preheat
21110,20779,19650,22911,preheat
21071,20727,19590,22886,preheat
21029,20674,19533,22860,preheat
20990,20628,19484,22843,preheat
20952,20575,19429,22818,preheat
20912,20538,19374,22791,preheat
20881,20508,19331,22773,preheat
20855,20485,19289,22751,preheat
20840,20478,19250,22738,preheat
20832,20483,19228,22717,preheat
20834,20489,19207,22711,preheat
20844,20510,19202,22704,preheat
20863,20536,19222,22701,preheat
20878,20571,19261,22694,preheat
20899,20601,19290,22701,preheat
20926,20641,19322,22710,preheat
20957,20676,19357,22714,preheat
20991,20719,19403,22727,preheat
21019,20760,19431,22741,preheat
21048,20802,19454,22748,preheat
21077,20836,19479,22764,preheat
21101,20872,19506,22775,preheat
21121,20906,19545,22797,preheat
21142,20931,19571,22809,preheat
21171,20962,19595,22826,preheat
21193,20985,19625,22841,preheat
21215,21012,19666,22852,preheat
21237,21036,19725,22871,preheat
21260,21061,19778,22888,preheat
21273,21087,19805,22905,preheat
21300,21105,19825,22919,preheat
21314,21125,19845,22932,preheat
21337,21147,19873,22945,preheat
21354,21167,19913,22961,preheat
21372,21172,19948,22980,preheat
21380,21185,19976,22984,preheat
21392,21196,19991,22997,preheat
21400,21197,19996,23009,preheat
21405,21194,20014,23017,preheat
21403,21188,20029,23018,preheat
21397,21174,20036,23020,preheat
21379,21154,20033,23020,preheat
21370,21135,20012,23020,preheat
21357,21107,19988,23015,preheat
21339,21075,19970,23014,preheat
21312,21041,19940,23003,preheat
21287,21009,19905,22994,preheat
21260,20970,19858,22984,preheat
21228,20928,19807,22971,preheat
21199,20882,19760,22953,preheat
21161,20832,19717,22939,preheat
21122,20785,19666,22918,preheat
21085,20735,19610,22900,preheat
21044,20685,19551,22879,preheat
21004,20629,19491,22853,preheat
20958,20572,19431,22833,preheat
20920,20523,19377,22810,preheat
20872,20469,19314,22780,preheat
20829,20423,19257,22759,preheat
20797,20384,19199,22733,preheat
20768,20359,19149,22712,preheat
20741,20334,19099,22687,preheat
20724,20316,19060,22672,preheat
20709,20303,19030,22653,preheat
20696,20291,18999,22640,preheat
20682,20272,18971,22622,preheat
20671,20261,18945,22611,preheat
20651,20250,18922,22595,preheat
20640,20230,18902,22590,preheat
20624,20212,18890,22576,preheat
20613,20187,18863,22561,preheat
20600,20161,18829,22547,preheat
20583,20141,18800,22537,preheat
20564,20116,18775,22518,preheat
20539,20083,18739,22507,preheat
20517,20056,18695,22492,preheat
20495,20021,18656,22482,preheat
20471,19989,18624,22463,preheat
20451,19956,18597,22448,preheat
20427,19925,18571,22434,preheat
20404,19891,18543,22420,preheat
20383,19859,18511,22396,preheat
20352,19823,18480,22381,preheat
20322,19788,18450,22366,preheat
20301,19758,18416,22348,preheat
20274,19723,18375,22328,preheat
20248,19687,18320,22316,preheat
20223,19649,18271,22292,preheat
20200,19617,18225,22279,preheat
20177,19586,18176,22259,preheat
20153,19553,18133,22243,preheat
20127,19523,18096,22224,preheat
20107,19489,18058,22205,preheat
20077,19456,18026,22189,preheat
20051,19423,17984,22173,preheat
20034,19392,17943,22156,preheat
20007,19361,17908,22138,preheat
19985,19330,17877,22124,preheat
19965,19304,17844,22104,preheat
19943,19275,17808,22091,preheat
19924,19248,17777,22073,preheat
19906,19221,17740,22057,preheat
19881,19191,17699,22036,preheat
19865,19166,17654,22026,preheat
19844,19143,17624,22015,preheat
19826,19114,17584,21993,preheat
19809,19089,17552,21984,preheat
19789,19063,17520,21966,preheat
19769,19037,17496,21949,preheat
19748,19012,17467,21937,preheat
19734,18982,17435,21920,preheat
19710,18956,17404,21902,preheat
19695,18933,17376,21888,preheat
19675,18909,17346,21879,preheat
19656,18880,17312,21861,preheat
19639,18858,17279,21845,preheat
19625,18836,17256,21832,preheat
19605,18813,17234,21824,preheat
19587,18787,17205,21807,preheat
19567,18761,17184,21792,preheat
19545,18737,17162,21778,preheat
19528,18713,17141,21768,preheat
19511,18687,17111,21746,preheat
19492,18662,17079,21736,preheat
19479,18637,17040,21724,preheat
19460,18613,17009,21707,preheat
19444,18589,16973,21696,preheat
19429,18567,16945,21682,preheat
19423,18550,16908,21668,preheat
19403,18527,16874,21656,preheat
19392,18510,16849,21643,preheat
19377,18487,16821,21634,preheat
19369,18477,16797,21624,preheat
19357,18453,16766,21611,preheat
19346,18435,16746,21599,preheat
19332,18419,16727,21593,preheat
19321,18403,16711,21575,preheat
19310,18393,16702,21568,preheat
19298,18378,16687,21562,preheat
19291,18364,16666,21550,preheat
19282,18355,16647,21548,preheat
19277,18342,16627,21535,preheat
19267,18330,16621,21526,preheat
19258,18316,16610,21521,preheat
19249,18305,16611,21514,preheat
19237,18294,16607,21509,preheat
19229,18277,16591,21504,preheat
19217,18270,16573,21492,preheat
19215,18256,16565,21487,preheat
19211,18244,16572,21478,preheat
19210,18235,16565,21475,preheat
19200,18222,16554,21468,preheat
19194,18215,16542,21466,preheat
19188,18206,16523,21455,preheat
19180,18190,16501,21446,preheat
19178,18181,16493,21444,preheat
19171,18173,16477,21440,preheat
19167,18160,16448,21432,preheat
19158,18148,16423,21426,preheat
19150,18139,16410,21419,preheat
19138,18123,16399,21411,preheat
19129,18109,16383,21401,preheat
19119,18104,16366,21395,preheat
19112,18092,16359,21390,preheat
19104,18080,16354,21386,preheat
19094,18067,16343,21376,preheat
19076,18056,16333,21371,preheat
19068,18046,16325,21362,preheat
19060,18032,16318,21359,preheat
19054,18019,16308,21350,preheat
19048,18005,16299,21341,preheat
19041,17991,16282,21336,preheat
19036,17981,16264,21326,preheat
19028,17966,16262,21321,preheat
19017,17954,16250,21314,preheat
19009,17939,16235,21310,preheat
18995,17927,16227,21301,preheat
18985,17909,16225,21286,preheat
18975,17900,16222,21282,preheat
18965,17885,16206,21269,preheat
18952,17870,16183,21260,preheat
18945,17861,16169,21256,preheat
18939,17846,16159,21246,preheat
18932,17832,16138,21242,preheat
18921,17826,16120,21232,preheat
18920,17819,16099,21231,preheat
18917,17809,16087,21218,preheat
18917,17803,16077,21213,preheat
18920,17806,16070,21213,preheat
18920,17804,16071,21208,preheat
18919,17801,16074,21207,preheat
18921,17805,16073,21210,preheat
18932,17811,16078,21200,preheat
18936,17818,16077,21207,preheat
18941,17827,16076,21206,preheat
18946,17835,16072,21202,preheat
18949,17841,16075,21205,preheat
18951,17851,16068,21209,preheat
18956,17852,16072,21209,preheat
18962,17857,16086,21210,preheat
18962,17859,16102,21208,preheat
18963,17864,16109,21208,preheat
18970,17866,16122,21211,preheat
18974,17868,16122,21209,preheat
18972,17865,16123,21212,preheat
18971,17864,16115,21212,preheat
18969,17861,16104,21214,preheat
18958,17858,16081,21208,preheat
18950,17851,16078,21215,preheat
18950,17844,16074,21208,preheat
18945,17835,16066,21203,preheat
18937,17830,16056,21202,preheat
18937,17822,16040,21198,preheat
18934,17818,16031,21198,preheat
18927,17812,16016,21196,preheat
18920,17800,15998,21196,preheat
18915,17795,15977,21188,preheat
18905,17783,15963,21186,preheat
18898,17775,15960,21179,preheat
18894,17767,15956,21178,preheat
18886,17759,15943,21171,preheat
18875,17749,15931,21167,preheat
18871,17736,15920,21164,preheat
18864,17725,15911,21157,preheat
18864,17719,15914,21158,preheat
18857,17713,15906,21154,preheat
18855,17706,15904,21146,preheat
18848,17696,15898,21144,preheat
18849,17693,15886,21141,preheat
18843,17685,15879,21138,preheat
18833,17682,15878,21131,preheat
18831,17677,15873,21131,preheat
18826,17674,15864,21126,preheat
18826,17669,15864,21124,preheat
18821,17667,15848,21127,preheat
18826,17665,15846,21119,preheat
18828,17665,15850,21119,preheat
18828,17663,15854,21114,preheat
18826,17661,15867,21114,preheat
18832,17659,15878,21117,preheat
18829,17658,15882,21116,preheat
18826,17658,15879,21110,preheat
18828,17655,15873,21113,preheat
18829,17654,15868,21113,preheat
18831,17656,15871,21114,preheat
18832,17654,15863,21109,preheat
18831,17656,15848,21112,preheat
18829,17655,15845,21110,preheat
18818,17651,15839,21114,preheat
18809,17650,15828,21101,preheat
18813,17648,15833,21101,preheat
18812,17646,15844,21105,preheat
18813,17647,15841,21104,preheat
18810,17644,15843,21098,preheat
18813,17640,15837,21101,preheat
18817,17641,15827,21099,preheat
18818,17635,15824,21101,preheat
18812,17630,15811,21097,preheat
18811,17626,15806,21095,preheat
18806,17622,15797,21089,preheat
18806,17614,15792,21095,preheat
18797,17605,15788,21082,preheat
18794,17598,15782,21080,preheat
18791,17591,15775,21084,preheat
18786,17582,15762,21078,preheat
18778,17578,15751,21076,preheat
18774,17573,15740,21071,preheat
18773,17568,15737,21075,preheat
18774,17568,15739,21067,preheat
18771,17564,15743,21068,preheat
18771,17562,15750,21066,preheat
18772,17561,15762,21067,preheat
18765,17561,15769,21061,preheat
18765,17560,15776,21059,preheat
18763,17564,15781,21058,preheat
18766,17565,15784,21057,preheat
18767,17565,15775,21055,preheat
18765,17566,15765,21055,preheat
18764,17570,15753,21054,preheat
18769,17573,15750,21053,preheat
18776,17574,15756,21053,preheat
18776,17577,15764,21053,preheat
18780,17579,15778,21049,preheat
18782,17582,15789,21054,preheat
18786,17587,15794,21050,preheat
18790,17593,15801,21056,preheat
18796,17602,15803,21055,preheat
18805,17610,15799,21056,preheat
18810,17621,15801,21059,preheat
18814,17624,15799,21058,preheat
18818,17632,15799,21062,preheat
18822,17642,15796,21064,preheat
18829,17642,15796,21068,preheat
18833,17648,15798,21067,preheat
18837,17651,15809,21064,preheat
18841,17653,15824,21071,preheat
18843,17657,15842,21072,preheat
18842,17660,15851,21076,preheat
18843,17660,15849,21073,preheat
18848,17658,15854,21079,preheat
18850,17659,15855,21076,preheat
18851,17658,15855,21080,preheat
18847,17655,15852,21079,preheat
18848,17658,15851,21076,preheat
18844,17656,15850,21075,preheat
18840,17653,15838,21073,preheat
18831,17647,15832,21074,preheat
18831,17640,15818,21069,preheat
18823,17633,15802,21067,preheat
18819,17624,15788,21063,preheat
18808,17615,15768,21054,preheat
18803,17603,15754,21053,preheat
18795,17592,15746,21047,preheat
18789,17580,15738,21037,preheat
18780,17571,15720,21033,preheat
18768,17560,15702,21027,preheat
18754,17552,15691,21023,preheat
18744,17542,15678,21011,preheat
18731,17529,15666,21011,preheat
18721,17522,15659,21000,preheat
18708,17514,15658,20995,preheat
18699,17508,15646,20991,preheat
18691,17505,15642,20988,preheat
18691,17501,15628,20982,preheat
18689,17501,15608,20979,preheat
18684,17497,15588,20981,preheat
18688,17495,15570,20978,preheat
18688,17494,15566,20975,preheat
18691,17495,15568,20975,preheat
18690,17491,15558,20972,preheat
18688,17489,15547,20971,preheat
18693,17489,15528,20969,preheat
18695,17486,15510,20965,preheat
18694,17483,15505,20964,preheat
18694,17483,15496,20963,preheat
18693,17476,15495,20963,preheat
18696,17479,15493,20966,preheat
18689,17471,15494,20964,preheat
18692,17469,15508,20961,preheat
18686,17461,15519,20962,preheat
18682,17459,15533,20959,preheat
18677,17455,15546,20960,preheat
18677,17454,15562,20960,preheat
18675,17453,15568,20961,preheat
18670,17447,15578,20960,preheat
18671,17446,15570,20956,preheat
18668,17445,15566,20950,preheat
18668,17439,15568,20953,preheat
18670,17435,15580,20956,preheat
18669,17434,15577,20954,preheat
18663,17428,15578,20946,preheat
18659,17420,15574,20945,preheat
18656,17419,15569,20946,preheat
18652,17416,15572,20945,preheat
18652,17408,15568,20940,preheat
18646,17402,15565,20938,preheat
18640,17400,15562,20940,preheat
18635,17392,15554,20933,preheat
18627,17387,15550,20923,preheat
18622,17382,15538,20926,preheat
18625,17377,15529,20925,preheat
18620,17371,15510,20919,preheat
18616,17359,15495,20917,preheat
18617,17357,15482,20917,preheat
18610,17349,15469,20910,preheat
18607,17341,15457,20903,preheat
18599,17332,15445,20899,preheat
18596,17323,15432,20896,preheat
18588,17320,15416,20889,preheat
18582,17308,15392,20886,preheat
18581,17304,15380,20881,preheat
18580,17304,15372,20878,preheat
18579,17299,15371,20882,preheat
18579,17302,15371,20879,preheat
18578,17300,15375,20874,preheat
18576,17299,15370,20877,charge
18581,17301,15382,20878,charge
18582,17299,15392,20876,charge
18583,17299,15406,20869,charge
18587,17297,15412,20873,charge
18581,17297,15418,20872,charge
18580,17298,15422,20870,charge
18580,17290,15413,20869,charge
18578,17289,15395,20865,charge
18577,17284,15378,20864,charge
18566,17271,15361,20858,charge
18558,17256,15358,20854,charge
18547,17239,15345,20847,charge
18534,17219,15335,20841,charge
18518,17200,15316,20828,charge
18499,17170,15286,20817,charge
18477,17140,15251,20803,charge
18455,17107,15219,20787,charge
18428,17080,15192,20775,charge
18398,17044,15165,20755,charge
18374,17007,15127,20743,charge
18347,16972,15082,20726,charge
18320,16938,15043,20697,charge
18293,16901,15004,20681,charge
18266,16866,14969,20665,charge
18238,16836,14931,20646,charge
18206,16805,14884,20627,charge
18183,16776,14845,20606,charge
18163,16749,14808,20592,charge
18147,16727,14776,20574,charge
18133,16713,14755,20560,charge
18123,16694,14739,20551,charge
18114,16690,14724,20540,charge
18112,16685,14715,20533,charge
18118,16685,14717,20528,charge
18121,16688,14721,20517,charge
18129,16690,14723,20518,charge
18143,16693,14728,20517,charge
18149,16700,14727,20508,charge
18161,16701,14743,20513,charge
18174,16705,14756,20516,charge
18183,16713,14770,20517,charge
18190,16717,14786,20522,charge
18203,16724,14803,20528,charge
18219,16730,14822,20538,charge
18234,16737,14836,20554,charge
18248,16750,14854,20564,charge
18258,16756,14881,20575,charge
18268,16769,14902,20596,charge
18276,16777,14907,20609,charge
18288,16793,14906,20625,charge
18303,16807,14902,20645,charge
18319,16817,14911,20665,charge
18338,16831,14927,20677,charge
18348,16843,14945,20696,charge
18356,16856,14971,20713,charge
18371,16868,14999,20731,charge
18385,16888,15038,20749,charge
18400,16902,15072,20763,charge
18418,16919,15094,20781,charge
18437,16935,15108,20801,charge
18452,16958,15119,20827,charge
18472,16974,15120,20833,charge
18485,16991,15124,20849,charge
18498,17007,15139,20862,charge
18509,17025,15159,20876,charge
18516,17043,15183,20892,charge
18525,17054,15203,20901,charge
18535,17068,15213,20913,charge
18551,17080,15224,20926,charge
18560,17097,15239,20931,charge
18572,17112,15248,20949,charge
18583,17130,15263,20957,charge
18591,17144,15273,20965,charge
18607,17165,15299,20978,charge
18625,17190,15325,20989,charge
18653,17213,15355,21000,charge
18670,17237,15387,21009,charge
18691,17271,15417,21023,charge
18711,17297,15439,21034,charge
18736,17324,15462,21046,charge
18759,17348,15484,21061,charge
18776,17375,15512,21073,charge
18794,17399,15542,21089,charge
18813,17422,15576,21103,charge
18837,17447,15614,21115,charge
18859,17474,15656,21130,charge
18874,17499,15694,21144,charge
18886,17526,15722,21158,charge
18905,17557,15757,21174,charge
18926,17583,15789,21182,charge
18951,17614,15831,21196,charge
18973,17643,15868,21207,charge
18991,17668,15894,21227,charge
19006,17691,15924,21236,charge
19019,17711,15955,21246,charge
19029,17732,15986,21261,charge
19043,17750,16007,21271,charge
19052,17764,16037,21285,charge
19059,17773,16058,21289,charge
19067,17788,16076,21298,charge
19077,17799,16087,21313,charge
19088,17809,16088,21320,charge
19096,17820,16085,21327,charge
19100,17831,16081,21331,charge
19100,17841,16083,21341,charge
19102,17851,16078,21346,charge
19107,17860,16085,21349,charge
19113,17867,16099,21361,charge
19119,17878,16111,21366,charge
19118,17888,16132,21372,charge
19120,17896,16136,21378,charge
19129,17903,16136,21383,charge
19141,17915,16140,21390,charge
19147,17923,16139,21395,charge
19153,17935,16143,21399,charge
19155,17938,16151,21406,charge
19159,17948,16156,21410,charge
19164,17953,16154,21414,charge
19171,17961,16171,21421,charge
19176,17973,16189,21427,charge
19179,17986,16191,21430,charge
19184,17992,16195,21436,charge
19183,17996,16189,21438,charge
19187,18005,16185,21446,charge
19197,18011,16172,21450,charge
19206,18017,16171,21455,charge
19210,18019,16175,21457,charge
19215,18023,16184,21456,charge
19218,18024,16192,21459,charge
19218,18027,16205,21466,charge
19213,18025,16215,21463,charge
19208,18028,16227,21466,charge
19205,18027,16236,21469,charge
19208,18031,16244,21468,charge
19204,18029,16249,21467,charge
19206,18031,16245,21466,charge
19208,18034,16241,21471,charge
19208,18036,16241,21472,charge
19205,18033,16236,21468,charge
19198,18032,16237,21466,charge
19201,18032,16238,21467,charge
19200,18035,16231,21471,charge
19199,18037,16222,21469,charge
19204,18045,16224,21470,charge
19214,18050,16226,21472,charge
19219,18057,16231,21474,charge
19220,18062,16234,21475,charge
19227,18063,16246,21479,charge
19222,18061,16262,21479,charge
19220,18066,16260,21482,charge
19220,18073,16247,21485,charge
19217,18075,16237,21493,charge
19220,18077,16222,21488,charge
19222,18083,16207,21491,charge
19228,18093,16215,21492,charge
19236,18103,16229,21494,charge
19246,18107,16244,21501,charge
19254,18116,16268,21509,charge
19259,18125,16276,21508,charge
19267,18133,16287,21515,charge
19277,18143,16302,21521,charge
19284,18152,16314,21526,charge
19277,18163,16329,21530,charge
19286,18170,16355,21539,charge
19300,18184,16397,21542,charge
19314,18192,16425,21548,charge
19322,18206,16447,21551,charge
19331,18218,16455,21554,charge
19340,18234,16483,21568,charge
19354,18247,16497,21573,charge
19365,18259,16500,21571,charge
19376,18273,16509,21582,charge
19386,18285,16515,21588,charge
19395,18296,16517,21593,charge
19403,18303,16521,21592,charge
19413,18313,16538,21604,charge
19422,18323,16552,21607,charge
19420,18333,16571,21610,charge
19422,18340,16591,21612,charge
19431,18352,16608,21617,charge
19438,18356,16623,21624,charge
19446,18365,16635,21622,charge
19453,18373,16639,21634,charge
19462,18377,16631,21629,charge
19471,18387,16630,21635,charge
19478,18395,16632,21640,charge
19485,18405,16638,21638,charge
19496,18415,16642,21636,charge
19502,18424,16653,21648,charge
19510,18437,16668,21651,charge
19516,18446,16693,21647,charge
19519,18454,16715,21664,charge
19518,18463,16741,21663,charge
19524,18474,16763,21668,charge
19534,18482,16779,21669,charge
19537,18485,16786,21674,charge
19544,18492,16782,21676,charge
19542,18503,16775,21677,charge
19553,18507,16785,21683,charge
19560,18512,16807,21684,charge
19564,18525,16828,21689,charge
19568,18534,16830,21688,charge
19571,18544,16833,21697,charge
19580,18554,16849,21698,charge
19585,18566,16880,21702,charge
19592,18578,16900,21703,charge
19599,18587,16914,21709,charge
19609,18596,16908,21710,charge
19619,18609,16922,21718,charge
19620,18620,16934,21722,charge
19627,18630,16963,21726,charge
19633,18640,16991,21730,charge
19640,18650,17016,21736,charge
19648,18656,17031,21736,charge
19654,18663,17046,21741,charge
19663,18670,17041,21741,charge
19671,18671,17032,21748,charge
19677,18677,17042,21751,charge
19681,18681,17049,21750,charge
19684,18684,17060,21748,charge
19688,18686,17064,21751,charge
19687,18683,17049,21753,charge
19687,18680,17029,21753,charge
19684,18680,17025,21756,charge
19677,18674,17021,21756,charge
19672,18674,17017,21754,charge
19664,18664,17012,21756,charge
19662,18662,17008,21759,charge
19653,18653,16990,21756,charge
19650,18647,16977,21757,charge
19644,18645,16974,21752,charge
19640,18640,16972,21753,charge
19637,18641,16973,21751,charge
19633,18643,16964,21748,charge
19634,18641,16970,21749,charge
19637,18642,16975,21745,charge
19643,18650,16972,21750,charge
19652,18654,16964,21746,charge
19652,18654,16965,21747,charge
19655,18656,16965,21750,charge
19664,18662,16963,21749,charge
19665,18663,16958,21744,charge
19671,18664,16951,21747,charge
19677,18666,16942,21748,charge
19679,18666,16946,21750,charge
19680,18666,16938,21748,charge
19678,18669,16938,21754,charge
19675,18671,16937,21750,charge
19680,18672,16940,21753,charge
19675,18676,16944,21750,charge
19677,18669,16946,21748,charge
19678,18674,16963,21750,charge
19677,18672,16975,21749,charge
19678,18674,16981,21752,charge
19676,18673,16990,21749,charge
19675,18667,16990,21743,charge
19675,18670,16988,21751,charge
19673,18671,16986,21748,charge
19676,18670,16993,21751,charge
19680,18676,16998,21744,charge
19680,18680,16996,21751,charge
19679,18683,16986,21751,charge
19677,18686,17000,21748,charge
19683,18691,17006,21748,charge
19690,18700,17016,21751,charge
19694,18707,17004,21750,charge
19701,18716,17013,21755,charge
19708,18723,17015,21752,charge
19713,18728,17023,21756,charge
19722,18738,17031,21757,charge
19724,18743,17026,21763,charge
19731,18750,17039,21759,charge
19736,18760,17047,21762,charge
19738,18770,17068,21761,charge
19742,18780,17090,21764,charge
19753,18788,17107,21769,charge
19764,18796,17126,21773,charge
19765,18805,17131,21774,charge
19774,18813,17128,21776,charge
19775,18822,17109,21778,charge
19779,18831,17118,21786,charge
19782,18839,17143,21789,charge
19789,18846,17149,21786,charge
19796,18853,17150,21792,charge
19803,18858,17152,21794,charge
19810,18860,17143,21802,charge
19815,18864,17142,21802,charge
19821,18867,17144,21798,charge
19821,18870,17147,21806,charge
19819,18872,17158,21807,charge
19825,18877,17167,21809,charge
19831,18883,17162,21806,charge
19837,18887,17159,21812,charge
19844,18891,17160,21809,charge
19853,18896,17150,21812,charge
19860,18909,17155,21816,charge
19867,18914,17175,21815,charge
19871,18924,17193,21821,charge
19876,18933,17220,21826,charge
19886,18944,17254,21829,charge
19893,18953,17290,21835,charge
19897,18964,17305,21838,charge
19900,18976,17324,21842,charge
19905,18989,17342,21849,charge
19912,19002,17344,21852,charge
19920,19016,17339,21857,charge
19932,19028,17338,21864,charge
19939,19038,17356,21867,charge
19950,19046,17383,21867,charge
19962,19058,17405,21880,charge
19970,19070,17415,21881,charge
19981,19079,17415,21886,charge
19991,19090,17409,21888,charge
19995,19092,17410,21898,charge
20008,19102,17416,21898,charge
