adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
21594,19707,18585,22251,preheat
21566,19659,18549,22232,preheat
21538,19625,18510,22209,preheat
21516,19581,18462,22193,preheat
21492,19538,18424,22176,preheat
21474,19504,18379,22152,preheat
21457,19470,18333,22139,preheat
21441,19429,18285,22117,preheat
21420,19396,18232,22099,preheat
21407,19358,18182,22087,preheat
21389,19320,18137,22067,preheat
21378,19292,18105,22052,preheat
21365,19257,18066,22040,preheat
21355,19228,18023,22025,preheat
21347,19200,17976,22011,preheat
21340,19179,17950,22002,preheat
21331,19166,17922,21988,preheat
21328,19157,17899,21971,preheat
21334,19164,17896,21976,preheat
21336,19177,17918,21975,preheat
21353,19200,17924,21970,preheat
21373,19233,17951,21973,preheat
21400,19277,17996,21983,preheat
21431,19328,18043,21994,preheat
21466,19379,18098,22012,preheat
21502,19438,18162,22035,preheat
21539,19502,18246,22049,preheat
21573,19565,18339,22076,preheat
21607,19627,18412,22095,preheat
21637,19682,18475,22122,preheat
21670,19742,18532,22148,preheat
21700,19794,18598,22171,preheat
21726,19838,18658,22197,preheat
21750,19891,18707,22226,preheat
21772,19934,18759,22249,preheat
21794,19974,18806,22273,preheat
21811,20007,18846,22291,preheat
21829,20041,18881,22305,preheat
21837,20071,18913,22332,preheat
21856,20096,18947,22347,preheat
21864,20125,18972,22361,preheat
21871,20141,18984,22379,preheat
21879,20157,18997,22393,preheat
21888,20178,19014,22401,preheat
21890,20195,19042,22414,preheat
21896,20201,19053,22428,preheat
21893,20211,19074,22428,preheat
21900,20225,19090,22440,preheat
21895,20224,19096,22448,preheat
21903,20230,19098,22457,preheat
21904,20231,19098,22457,preheat
21898,20227,19100,22455,preheat
21896,20219,19100,22461,preheat
21886,20207,19089,22452,preheat
21879,20195,19068,22450,preheat
21877,20178,19047,22443,preheat
21865,20155,19032,22434,preheat
21847,20126,19013,22423,preheat
21825,20097,18985,22406,preheat
21805,20066,18957,22402,preheat
21780,20029,18934,22388,preheat
21759,19997,18894,22365,preheat
21735,19958,18849,22353,preheat
21713,19914,18800,22334,preheat
21690,19865,18758,22312,preheat
21672,19825,18708,22294,preheat
21642,19781,18657,22274,preheat
21616,19738,18608,22252,preheat
21588,19695,18559,22231,preheat
21568,19650,18510,22213,preheat
21536,19604,18446,22191,preheat
21514,19565,18392,22175,preheat
21491,19512,18323,22148,preheat
21468,19471,18260,22125,preheat
21448,19429,18200,22110,preheat
21429,19390,18138,22089,preheat
21406,19354,18092,22073,preheat
21390,19315,18056,22053,preheat
21366,19278,18009,22037,preheat
21354,19244,17967,22022,preheat
21342,19213,17914,22004,preheat
21327,19191,17881,21989,preheat
21316,19174,17854,21978,preheat
21305,19163,17834,21971,preheat
21306,19153,17821,21957,preheat
21309,19166,17826,21953,preheat
21324,19185,17827,21960,preheat
21334,19209,17843,21957,preheat
21353,19245,17866,21964,preheat
21373,19282,17902,21975,preheat
21402,19333,17952,21990,preheat
21431,19385,18008,22008,preheat
21462,19435,18063,22021,preheat
21497,19491,18117,22040,preheat
21532,19546,18193,22066,preheat
21566,19605,18264,22085,preheat
21594,19653,18329,22111,preheat
21627,19705,18396,22132,preheat
21656,19754,18460,22159,preheat
21674,19795,18513,22181,preheat
21703,19838,18565,22203,preheat
21721,19874,18598,22224,preheat
21737,19911,18627,22242,preheat
21756,19938,18646,22263,preheat
21766,19967,18679,22280,preheat
21782,19996,18707,22299,preheat
21796,20020,18732,22315,preheat
21795,20037,18758,22331,preheat
21812,20061,18786,22344,preheat
21815,20073,18810,22354,preheat
21822,20092,18842,22364,preheat
21823,20105,18864,22375,preheat
21832,20116,18879,22382,preheat
21836,20126,18906,22399,preheat
21841,20135,18929,22404,preheat
21842,20145,18956,22416,preheat
21845,20149,18974,22421,preheat
21849,20159,18979,22426,preheat
21841,20165,18993,22435,preheat
21837,20164,18991,22434,preheat
21832,20160,18986,22432,preheat
21832,20153,18979,22440,preheat
21827,20144,18966,22433,preheat
21820,20127,18956,22431,preheat
21806,20109,18943,22417,preheat
21800,20082,18932,22409,preheat
21780,20062,18919,22400,preheat
21763,20031,18906,22381,preheat
21751,19998,18885,22368,preheat
21725,19966,18847,22353,preheat
21702,19928,18806,22334,preheat
21685,19888,18759,22321,preheat
21665,19850,18713,22306,preheat
21648,19807,18665,22289,preheat
21623,19766,18618,22265,preheat
21605,19724,18570,22246,preheat
21579,19680,18526,22223,preheat
21559,19640,18484,22208,preheat
21529,19595,18444,22185,preheat
21511,19557,18394,22164,preheat
21491,19507,18344,22144,preheat
21467,19464,18297,22119,preheat
21445,19422,18249,22100,preheat
21424,19378,18206,22085,preheat
21406,19340,18164,22065,preheat
21386,19303,18124,22046,preheat
21364,19267,18072,22029,preheat
21345,19227,18031,22009,preheat
21321,19194,17981,21993,preheat
21310,19160,17939,21979,preheat
21296,19124,17897,21961,preheat
21283,19101,17864,21947,preheat
21281,19083,17830,21937,preheat
21273,19071,17799,21925,preheat
21271,19071,17778,21918,preheat
21281,19081,17775,21909,preheat
21289,19104,17781,21911,preheat
21307,19128,17791,21909,preheat
21319,19166,17818,21918,preheat
21339,19208,17865,21930,preheat
21362,19255,17912,21938,preheat
21391,19311,17970,21957,preheat
21424,19369,18046,21976,preheat
21466,19433,18117,22003,preheat
21502,19493,18197,22029,preheat
21541,19554,18268,22052,preheat
21573,19607,18346,22080,preheat
21605,19660,18428,22099,preheat
21629,19718,18499,22127,preheat
21663,19770,18561,22153,preheat
21687,19818,18615,22177,preheat
21712,19864,18662,22203,preheat
21731,19901,18687,22234,preheat
21748,19942,18708,22262,preheat
21762,19975,18743,22270,preheat
21778,20007,18783,22296,preheat
21793,20040,18818,22313,preheat
21811,20064,18861,22334,preheat
21824,20086,18898,22351,preheat
21831,20109,18938,22362,preheat
21842,20126,18961,22378,preheat
21856,20139,18985,22388,preheat
21855,20154,18996,22395,preheat
21862,20169,19012,22406,preheat
21869,20176,19017,22422,preheat
21871,20185,19034,22433,preheat
21867,20189,19040,22435,preheat
21864,20192,19041,22443,preheat
21864,20197,19035,22444,preheat
21864,20192,19025,22448,preheat
21860,20192,19033,22451,preheat
21855,20191,19038,22455,preheat
21853,20183,19046,22449,preheat
21845,20174,19038,22452,preheat
21838,20173,19026,22452,preheat
21830,20163,19019,22453,preheat
21825,20149,19016,22447,preheat
21817,20138,19005,22439,preheat
21806,20124,18974,22430,preheat
21799,20107,18948,22424,preheat
21789,20084,18924,22416,preheat
21776,20060,18901,22399,preheat
21760,20026,18880,22393,preheat
21744,19991,18861,22371,preheat
21722,19957,18828,22358,preheat
21702,19918,18796,22339,preheat
21677,19877,18757,22320,preheat
21652,19835,18702,22301,preheat
21625,19792,18653,22280,preheat
21592,19748,18592,22261,preheat
21570,19700,18526,22236,preheat
21541,19655,18453,22216,preheat
21518,19606,18389,22191,preheat
21491,19555,18334,22169,preheat
21466,19506,18283,22147,preheat
21439,19455,18223,22121,preheat
21415,19409,18165,22097,preheat
21391,19361,18115,22078,preheat
21363,19315,18068,22056,preheat
21339,19270,18022,22034,preheat
21318,19226,17975,22010,preheat
21297,19185,17922,21993,preheat
21276,19140,17861,21968,preheat
21250,19104,17804,21950,preheat
21235,19068,17754,21929,preheat
21223,19034,17700,21915,preheat
21214,19007,17662,21899,preheat
21208,18994,17628,21886,preheat
21202,18987,17605,21879,preheat
21204,18992,17594,21869,preheat
21207,19006,17592,21862,preheat
21219,19032,17611,21869,preheat
21237,19067,17657,21873,preheat
21259,19113,17704,21883,preheat
21300,19161,17761,21888,preheat
21334,19214,17823,21911,preheat
21372,19271,17890,21924,preheat
21410,19334,17964,21951,preheat
21447,19393,18034,21978,preheat
21480,19452,18117,21998,preheat
21509,19509,18194,22026,preheat
21540,19563,18268,22051,preheat
21559,19608,18336,22078,preheat
21584,19659,18399,22097,preheat
21607,19702,18460,22120,preheat
21626,19745,18503,22145,preheat
21648,19777,18547,22160,preheat
21664,19812,18591,22187,preheat
21681,19845,18630,22207,preheat
21698,19870,18658,22227,preheat
21712,19894,18679,22243,preheat
21721,19922,18688,22262,preheat
21734,19940,18694,22275,preheat
21745,19958,18715,22289,preheat
21749,19975,18734,22300,preheat
21759,19989,18750,22313,preheat
21761,20001,18762,22320,preheat
21763,20012,18773,22334,preheat
21763,20020,18780,22344,preheat
21767,20027,18778,22348,preheat
21765,20032,18778,22359,preheat
21767,20034,18776,22361,preheat
21766,20035,18789,22367,preheat
21766,20037,18795,22371,preheat
21766,20028,18797,22373,preheat
21764,20027,18796,22380,preheat
21766,20027,18797,22376,preheat
21762,20019,18792,22375,preheat
21757,20013,18785,22377,preheat
21754,20003,18775,22371,preheat
21745,19992,18788,22376,preheat
21741,19980,18782,22368,preheat
21731,19962,18770,22361,preheat
21726,19952,18755,22354,preheat
21714,19927,18734,22343,preheat
21699,19908,18716,22336,preheat
21684,19876,18685,22317,preheat
21668,19847,18657,22302,preheat
21649,19815,18622,22287,preheat
21629,19779,18584,22271,preheat
21616,19742,18555,22253,preheat
21588,19697,18516,22232,preheat
21568,19658,18473,22209,preheat
21548,19616,18426,22194,preheat
21522,19578,18360,22169,preheat
21496,19532,18305,22152,preheat
21479,19490,18254,22129,preheat
21457,19446,18201,22105,preheat
21433,19402,18146,22085,preheat
21405,19364,18102,22060,preheat
21381,19325,18058,22044,preheat
21363,19283,18024,22026,preheat
21340,19249,17995,22005,preheat
21322,19212,17965,21984,preheat
21303,19179,17931,21971,preheat
21286,19145,17888,21952,preheat
21267,19108,17837,21937,preheat
21254,19077,17801,21921,preheat
21240,19047,17771,21901,preheat
21224,19013,17741,21885,preheat
21213,18992,17714,21873,preheat
21208,18972,17694,21861,preheat
21205,18959,17676,21852,preheat
21200,18962,17665,21843,preheat
21210,18971,17659,21850,preheat
21220,18987,17663,21837,preheat
21235,19011,17684,21847,preheat
21264,19052,17717,21851,preheat
21288,19100,17761,21861,preheat
21321,19150,17803,21884,preheat
21355,19205,17865,21902,preheat
21390,19264,17934,21922,preheat
21417,19317,17993,21941,preheat
21451,19376,18053,21957,preheat
21484,19428,18114,21992,preheat
21517,19483,18179,22013,preheat
21554,19539,18246,22042,preheat
21582,19588,18309,22071,preheat
21608,19637,18356,22095,preheat
21632,19685,18404,22117,preheat
21656,19730,18467,22141,preheat
21674,19769,18514,22165,preheat
21697,19813,18562,22188,preheat
21709,19851,18620,22213,preheat
21725,19882,18666,22234,preheat
21739,19915,18697,22250,preheat
21745,19938,18732,22270,preheat
21753,19963,18764,22283,preheat
21759,19986,18785,22301,preheat
21763,19997,18785,22310,preheat
21765,20013,18807,22324,preheat
21772,20026,18825,22335,preheat
21779,20033,18837,22344,preheat
21784,20043,18848,22354,preheat
21779,20048,18842,22361,preheat
21782,20052,18844,22370,preheat
21786,20056,18849,22375,preheat
21784,20057,18854,22383,preheat
21788,20056,18866,22387,preheat
21780,20053,18874,22393,preheat
21775,20047,18878,22392,preheat
21765,20041,18892,22389,preheat
21758,20038,18897,22394,preheat
21756,20022,18893,22392,preheat
21751,20016,18880,22388,preheat
21743,20008,18866,22386,preheat
21737,19990,18849,22384,preheat
21730,19977,18820,22374,preheat
21715,19961,18796,22371,preheat
21710,19939,18773,22361,preheat
21699,19913,18749,22344,preheat
21682,19890,18731,22329,preheat
21661,19854,18698,22320,preheat
21644,19823,18664,22303,preheat
21624,19790,18629,22288,preheat
21609,19754,18591,22268,preheat
21586,19714,18547,22245,preheat
21564,19674,18493,22228,preheat
21541,19630,18453,22204,preheat
21516,19593,18421,22193,preheat
21488,19547,18383,22168,preheat
21467,19503,18337,22142,preheat
21444,19465,18284,22121,preheat
21421,19422,18231,22105,preheat
21397,19377,18171,22082,preheat
21378,19334,18107,22056,preheat
21360,19293,18057,22041,preheat
21337,19249,18001,22019,preheat
21319,19212,17941,22000,preheat
21306,19171,17891,21975,preheat
21281,19135,17844,21956,preheat
21267,19095,17801,21943,preheat
21246,19058,17758,21921,preheat
21234,19016,17713,21900,preheat
21215,18990,17680,21887,preheat
21199,18957,17641,21872,preheat
21191,18938,17611,21858,preheat
21187,18930,17586,21844,preheat
21185,18932,17572,21838,preheat
21189,18946,17574,21840,preheat
21200,18967,17600,21837,preheat
21214,18996,17633,21837,preheat
21233,19039,17673,21852,preheat
21258,19081,17733,21856,preheat
21290,19135,17800,21875,preheat
21327,19185,17874,21894,preheat
21362,19238,17955,21913,preheat
21396,19290,18024,21931,preheat
21429,19345,18081,21958,preheat
21460,19398,18141,21977,preheat
21488,19453,18190,22007,preheat
21519,19499,18234,22033,preheat
21546,19554,18281,22057,preheat
21569,19593,18335,22078,preheat
21587,19634,18389,22100,preheat
21608,19674,18445,22125,preheat
21625,19716,18495,22148,preheat
21640,19746,18526,22169,preheat
21655,19771,18548,22186,preheat
21662,19796,18571,22197,preheat
21671,19814,18593,22211,preheat
21680,19831,18611,22228,preheat
21685,19850,18629,22245,preheat
21687,19865,18652,22257,preheat
21692,19876,18670,22266,preheat
21692,19885,18678,22273,preheat
21698,19896,18677,22280,preheat
21707,19903,18677,22289,preheat
21710,19909,18662,22294,preheat
21716,19914,18654,22301,preheat
21713,19916,18631,22308,preheat
21715,19922,18610,22314,preheat
21713,19924,18601,22321,preheat
21714,19924,18608,22320,preheat
21711,19916,18612,22320,preheat
21709,19916,18619,22331,preheat
21706,19915,18606,22329,preheat
21700,19913,18590,22324,preheat
21692,19905,18576,22329,preheat
21684,19900,18564,22328,preheat
21675,19895,18556,22327,preheat
21669,19885,18544,22326,preheat
21661,19873,18536,22325,preheat
21654,19866,18528,22321,preheat
21644,19852,18539,22317,preheat
21635,19841,18537,22306,preheat
21625,19825,18525,22304,preheat
21612,19798,18505,22288,preheat
21607,19777,18478,22283,preheat
21590,19751,18451,22267,preheat
21574,19724,18415,22249,preheat
21560,19688,18381,22237,preheat
21540,19654,18346,22217,preheat
21519,19618,18305,22199,preheat
21495,19579,18273,22179,preheat
21475,19536,18226,22156,preheat
21453,19491,18178,22137,preheat
21427,19450,18131,22114,preheat
21397,19399,18075,22089,preheat
21376,19353,18024,22067,preheat
21352,19307,17977,22048,preheat
21324,19259,17926,22014,preheat
21301,19218,17876,22000,preheat
21280,19167,17826,21970,preheat
21259,19122,17772,21949,preheat
21234,19075,17717,21928,preheat
21207,19034,17654,21902,preheat
21189,18992,17602,21882,preheat
21170,18949,17554,21861,preheat
21145,18913,17510,21838,preheat
21130,18871,17471,21819,preheat
21106,18838,17428,21800,preheat
21087,18797,17376,21781,preheat
21066,18762,17341,21764,preheat
21052,18737,17311,21750,preheat
21035,18709,17275,21729,preheat
21024,18693,17248,21718,preheat
21028,18692,17229,21713,preheat
21031,18696,17208,21709,preheat
21043,18713,17211,21700,preheat
21063,18742,17245,21705,preheat
21089,18778,17279,21708,preheat
21119,18824,17317,21722,preheat
21158,18876,17374,21734,preheat
21195,18931,17445,21750,preheat
21226,18993,17525,21772,preheat
21266,19058,17611,21800,preheat
21296,19126,17680,21821,preheat
21333,19198,17733,21854,preheat
21367,19261,17793,21887,preheat
21398,19320,17860,21919,preheat
21437,19384,17948,21949,preheat
21471,19439,18035,21975,preheat
21502,19496,18112,22013,preheat
21532,19545,18183,22035,preheat
21562,19593,18256,22063,preheat
21586,19640,18323,22093,preheat
21612,19675,18387,22117,preheat
21630,19716,18452,22144,preheat
21645,19754,18502,22168,preheat
21659,19785,18527,22185,preheat
21678,19814,18567,22210,preheat
21687,19839,18610,22229,preheat
21700,19864,18642,22242,preheat
21709,19883,18669,22262,preheat
21715,19900,18685,22277,preheat
21721,19917,18696,22287,preheat
21725,19927,18692,22298,preheat
21731,19939,18692,22307,preheat
21729,19939,18697,22314,preheat
21724,19940,18704,22324,preheat
21721,19945,18710,22326,preheat
21723,19950,18704,22332,preheat
21725,19950,18706,22338,preheat
21716,19938,18702,22336,preheat
21710,19936,18697,22335,preheat
21708,19932,18687,22339,preheat
21706,19927,18690,22343,preheat
21702,19919,18695,22343,preheat
21695,19911,18684,22340,preheat
21691,19902,18678,22339,preheat
21680,19892,18660,22337,preheat
21679,19883,18626,22339,preheat
21670,19871,18606,22332,preheat
21657,19859,18586,22325,preheat
21654,19847,18572,22320,preheat
21645,19830,18562,22315,preheat
21630,19815,18545,22305,preheat
21623,19796,18527,22297,preheat
21615,19778,18506,22288,preheat
21606,19754,18463,22276,preheat
21588,19723,18425,22255,preheat
21567,19693,18386,22241,preheat
21553,19659,18352,22223,preheat
21528,19620,18306,22205,preheat
21507,19584,18243,22183,preheat
21480,19541,18180,22163,preheat
21459,19500,18135,22140,preheat
21433,19456,18093,22117,preheat
21411,19413,18050,22098,preheat
21385,19369,18006,22077,preheat
21363,19322,17955,22050,preheat
21342,19275,17903,22031,preheat
21316,19235,17853,22006,preheat
21296,19189,17798,21983,preheat
21270,19146,17746,21959,preheat
21248,19105,17697,21939,preheat
21225,19059,17659,21920,preheat
21205,19017,17616,21894,preheat
21183,18975,17568,21875,preheat
21160,18936,17525,21852,preheat
21136,18897,17484,21828,preheat
21113,18861,17453,21811,preheat
21090,18827,17423,21798,preheat
21070,18803,17395,21779,preheat
21065,18789,17373,21769,preheat
21063,18781,17363,21760,preheat
21065,18776,17355,21750,preheat
21071,18790,17354,21741,preheat
21085,18812,17363,21738,preheat
21107,18843,17379,21747,preheat
21132,18881,17408,21753,preheat
21161,18928,17456,21763,preheat
21199,18972,17522,21780,preheat
21236,19030,17586,21799,preheat
21282,19092,17643,21829,preheat
21323,19151,17701,21848,preheat
21357,19221,17759,21876,preheat
21394,19282,17832,21903,preheat
21428,19341,17897,21932,preheat
21461,19403,17969,21960,preheat
21498,19458,18041,21992,preheat
21524,19514,18118,22022,preheat
21543,19566,18200,22056,preheat
21560,19610,18275,22079,preheat
21578,19653,18346,22110,preheat
21595,19691,18418,22131,preheat
21611,19724,18483,22152,preheat
21624,19760,18538,22170,preheat
21642,19783,18586,22194,preheat
21655,19811,18634,22213,preheat
21663,19834,18670,22233,preheat
21683,19856,18697,22247,preheat
21689,19870,18712,22257,preheat
21694,19884,18715,22272,preheat
21695,19891,18730,22283,preheat
21700,19901,18736,22294,preheat
21704,19904,18733,22300,preheat
21703,19911,18728,22306,preheat
21702,19915,18735,22311,preheat
21693,19919,18737,22318,preheat
21693,19915,18747,22324,preheat
21687,19917,18731,22323,preheat
