adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
21697,19448,17831,22480,preheat
21695,19440,17820,22477,preheat
21690,19437,17792,22475,preheat
21689,19436,17775,22474,preheat
21688,19429,17758,22476,preheat
21687,19424,17736,22474,preheat
21694,19414,17716,22475,preheat
21694,19408,17703,22472,preheat
21689,19404,17702,22471,preheat
21687,19396,17706,22470,preheat
21686,19396,17703,22468,preheat
21687,19389,17698,22464,preheat
21684,19383,17683,22462,preheat
21677,19379,17676,22463,preheat
21672,19372,17670,22457,preheat
21672,19365,17664,22460,preheat
21669,19363,17660,22459,preheat
21665,19357,17652,22452,preheat
21663,19354,17652,22454,preheat
21665,19350,17644,22452,preheat
21662,19343,17632,22451,preheat
21657,19332,17619,22447,preheat
21649,19328,17623,22441,preheat
21645,19329,17623,22444,preheat
21645,19319,17623,22444,preheat
21635,19312,17618,22434,preheat
21631,19309,17609,22435,preheat
21631,19303,17600,22430,preheat
21624,19296,17600,22430,preheat
21623,19294,17597,22431,preheat
21622,19288,17603,22428,preheat
21612,19287,17605,22425,preheat
21609,19277,17611,22425,preheat
21606,19278,17612,22422,preheat
21607,19270,17605,22418,preheat
21599,19266,17606,22421,preheat
21597,19269,17599,22416,preheat
21596,19263,17590,22419,preheat
21594,19263,17584,22413,preheat
21600,19260,17583,22416,preheat
21606,19258,17577,22412,preheat
21606,19257,17572,22410,preheat
21605,19251,17572,22406,preheat
21604,19252,17577,22406,preheat
21609,19253,17565,22408,preheat
21606,19255,17550,22411,preheat
21605,19258,17537,22407,preheat
21602,19261,17525,22411,preheat
21603,19263,17510,22410,preheat
21604,19261,17490,22407,preheat
21604,19260,17483,22411,preheat
21603,19259,17475,22411,preheat
21598,19263,17470,22402,preheat
21600,19257,17460,22401,preheat
21596,19251,17446,22400,preheat
21595,19248,17422,22395,preheat
21585,19245,17405,22398,preheat
21571,19240,17405,22391,preheat
21561,19230,17413,22389,preheat
21553,19231,17416,22389,preheat
21551,19226,17406,22389,preheat
21551,19220,17393,22387,preheat
21547,19220,17376,22383,preheat
21545,19216,17356,22384,preheat
21542,19216,17346,22382,preheat
21538,19209,17343,22375,preheat
21526,19207,17365,22374,preheat
21516,19206,17388,22372,preheat
21508,19200,17405,22373,preheat
21507,19199,17403,22372,preheat
21507,19199,17381,22372,preheat
21511,19192,17366,22372,preheat
21512,19191,17363,22367,preheat
21508,19192,17364,22361,preheat
21505,19184,17369,22364,preheat
21502,19184,17370,22367,preheat
21503,19182,17375,22367,preheat
21498,19176,17372,22361,preheat
21499,19174,17369,22361,preheat
21503,19165,17374,22357,preheat
21504,19162,17371,22357,preheat
21517,19156,17362,22361,preheat
21512,19151,17350,22359,preheat
21515,19151,17342,22359,preheat
21516,19147,17344,22361,preheat
21515,19139,17337,22361,preheat
21520,19135,17343,22361,preheat
21517,19131,17332,22357,preheat
21516,19127,17321,22362,preheat
21514,19124,17317,22357,preheat
21515,19124,17321,22356,preheat
21513,19117,17319,22354,preheat
21513,19113,17326,22348,preheat
21517,19113,17316,22352,preheat
21511,19105,17320,22351,preheat
21515,19106,17330,22352,preheat
21512,19102,17334,22350,preheat
21506,19107,17329,22351,preheat
21497,19104,17314,22351,preheat
21500,19102,17315,22350,preheat
21502,19104,17318,22353,preheat
21499,19105,17319,22353,preheat
21500,19104,17314,22349,preheat
21500,19102,17320,22352,preheat
21500,19105,17318,22350,preheat
21505,19101,17306,22350,preheat
21504,19100,17311,22342,preheat
21503,19102,17312,22347,preheat
21501,19095,17312,22344,preheat
21501,19097,17318,22344,preheat
21497,19099,17326,22350,preheat
21501,19098,17333,22345,preheat
21501,19100,17330,22346,preheat
21504,19101,17328,22344,preheat
21505,19096,17317,22343,preheat
21501,19099,17309,22345,preheat
21501,19094,17296,22343,preheat
21504,19093,17288,22343,preheat
21508,19096,17275,22347,preheat
21508,19096,17275,22343,preheat
21505,19101,17268,22342,preheat
21507,19095,17267,22337,preheat
21504,19092,17257,22340,preheat
21505,19094,17253,22338,preheat
21495,19088,17255,22341,preheat
21487,19088,17266,22340,preheat
21486,19082,17263,22333,preheat
21482,19077,17265,22334,preheat
21484,19071,17257,22330,preheat
21480,19066,17253,22329,preheat
21483,19066,17245,22331,preheat
21478,19059,17240,22330,preheat
21477,19061,17231,22331,preheat
21471,19055,17224,22325,preheat
21468,19052,17231,22324,preheat
21472,19050,17242,22328,preheat
21470,19050,17246,22322,preheat
21466,19045,17252,22321,preheat
21466,19046,17260,22320,preheat
21463,19046,17262,22321,preheat
21464,19049,17267,22322,preheat
21461,19046,17268,22324,preheat
21455,19046,17266,22322,preheat
21451,19046,17268,22322,preheat
21446,19043,17273,22320,preheat
21446,19040,17275,22323,preheat
21441,19040,17276,22321,preheat
21441,19039,17269,22317,preheat
21439,19031,17261,22321,preheat
21447,19029,17252,22314,preheat
21451,19033,17253,22316,preheat
21456,19022,17246,22315,preheat
21459,19021,17241,22316,preheat
21459,19020,17233,22312,preheat
21458,19011,17215,22308,preheat
21448,19008,17206,22308,preheat
21444,19004,17199,22304,preheat
21435,18999,17194,22304,preheat
21432,18989,17180,22299,preheat
21429,18983,17161,22302,preheat
21424,18980,17158,22297,preheat
21428,18970,17150,22295,preheat
21418,18963,17132,22292,preheat
21416,18955,17117,22290,preheat
21408,18948,17100,22286,preheat
21402,18945,17086,22284,preheat
21398,18934,17083,22276,preheat
21390,18928,17089,22276,preheat
21387,18919,17098,22271,preheat
21381,18913,17094,22271,preheat
21378,18904,17085,22270,preheat
21380,18900,17076,22265,preheat
21381,18895,17053,22270,preheat
21384,18888,17034,22261,preheat
21380,18881,17025,22259,preheat
21373,18870,17015,22257,preheat
21368,18861,17020,22257,preheat
21360,18856,17018,22259,preheat
21354,18846,17016,22251,preheat
21344,18839,17017,22249,preheat
21341,18827,17017,22248,preheat
21338,18822,17023,22249,preheat
21335,18818,17023,22244,preheat
21332,18810,17017,22246,preheat
21330,18806,17002,22240,preheat
21329,18802,16990,22238,preheat
21326,18794,16988,22237,preheat
21324,18787,16983,22235,preheat
21320,18779,16968,22230,preheat
21318,18771,16957,22234,preheat
21322,18770,16949,22235,preheat
21318,18770,16941,22230,preheat
21311,18766,16929,22226,preheat
21306,18762,16924,22228,preheat
21302,18754,16923,22222,preheat
21296,18751,16929,22223,preheat
21301,18748,16928,22228,preheat
21294,18746,16924,22223,preheat
21293,18745,16915,22218,preheat
21295,18739,16912,22223,preheat
21300,18742,16916,22220,preheat
21293,18737,16914,22220,preheat
21290,18738,16925,22221,preheat
21294,18739,16948,22213,preheat
21292,18740,16963,22214,preheat
21293,18741,16961,22217,preheat
21299,18743,16957,22213,preheat
21300,18746,16946,22213,preheat
21302,18747,16936,22215,preheat
21308,18745,16921,22216,preheat
21312,18749,16914,22216,preheat
21309,18753,16908,22216,preheat
21318,18754,16901,22215,preheat
21315,18759,16887,22214,preheat
21316,18756,16872,22214,preheat
21316,18756,16860,22217,preheat
21310,18758,16864,22215,preheat
21302,18756,16868,22212,preheat
21299,18757,16867,22207,preheat
21295,18752,16856,22208,preheat
21295,18748,16848,22208,preheat
21296,18748,16836,22205,preheat
21293,18739,16830,22211,preheat
21288,18744,16831,22205,preheat
21285,18744,16829,22204,preheat
21281,18742,16818,22206,preheat
21280,18747,16814,22200,preheat
21283,18744,16823,22201,preheat
21280,18747,16840,22201,preheat
21278,18752,16856,22201,preheat
21269,18751,16872,22200,preheat
21260,18753,16885,22201,preheat
21256,18756,16905,22203,preheat
21254,18763,16923,22201,preheat
21259,18767,16931,22203,preheat
21259,18770,16943,22206,preheat
21267,18777,16954,22206,preheat
21274,18780,16963,22207,preheat
21285,18787,16978,22208,preheat
21291,18791,16998,22208,preheat
21298,18800,17018,22212,preheat
21304,18805,17021,22214,preheat
21307,18809,17038,22222,preheat
21307,18809,17055,22221,preheat
21308,18816,17070,22222,preheat
21317,18821,17085,22220,preheat
21320,18830,17094,22221,preheat
21332,18831,17093,22227,preheat
21326,18841,17088,22228,preheat
21335,18844,17080,22230,preheat
21335,18848,17070,22228,preheat
21345,18853,17071,22235,preheat
21348,18855,17075,22231,preheat
21350,18864,17076,22235,preheat
21352,18871,17091,22237,preheat
21353,18874,17094,22241,preheat
21359,18878,17094,22246,preheat
21362,18887,17101,22243,preheat
21368,18890,17093,22245,preheat
21377,18893,17093,22245,preheat
21380,18899,17104,22249,preheat
21381,18903,17105,22258,preheat
21383,18909,17107,22251,preheat
21389,18909,17111,22258,preheat
21393,18911,17112,22259,preheat
21394,18914,17114,22255,preheat
21404,18914,17108,22253,preheat
21398,18911,17100,22257,preheat
21393,18910,17107,22255,preheat
21393,18908,17105,22258,preheat
21391,18907,17103,22257,preheat
21382,18902,17103,22254,preheat
21375,18896,17099,22255,preheat
21375,18892,17086,22257,preheat
21379,18889,17078,22257,preheat
21378,18886,17072,22251,preheat
21376,18884,17056,22253,preheat
21377,18880,17052,22245,preheat
21368,18877,17056,22254,preheat
21365,18873,17067,22245,preheat
21362,18874,17077,22244,preheat
21361,18868,17080,22242,preheat
21355,18867,17081,22242,preheat
21350,18866,17075,22241,preheat
21350,18865,17050,22244,preheat
21348,18865,17028,22240,preheat
21351,18861,17015,22239,preheat
21339,18859,17010,22243,preheat
21340,18857,17007,22243,preheat
21333,18855,17004,22236,preheat
21336,18857,16994,22237,preheat
21344,18854,16986,22234,preheat
21343,18860,16985,22236,preheat
21341,18857,16979,22232,preheat
21345,18857,16978,22235,preheat
21337,18858,16977,22237,preheat
21338,18860,16980,22232,preheat
21336,18859,16984,22239,preheat
21335,18857,16985,22238,preheat
21336,18859,17004,22243,preheat
21334,18859,17005,22236,preheat
21327,18856,17025,22241,preheat
21330,18859,17048,22241,preheat
21336,18858,17050,22238,preheat
21336,18857,17050,22236,preheat
21335,18856,17055,22239,preheat
21342,18861,17058,22242,preheat
21343,18854,17050,22241,preheat
21345,18854,17044,22237,preheat
21349,18854,17045,22239,preheat
21345,18849,17044,22245,preheat
21346,18848,17043,22242,preheat
21341,18844,17040,22244,preheat
21340,18842,17035,22242,preheat
21337,18836,17025,22236,preheat
21341,18836,17025,22239,preheat
21344,18836,17013,22241,preheat
21346,18835,17008,22242,preheat
21339,18831,16997,22238,preheat
21342,18830,16990,22242,preheat
21346,18835,16985,22239,preheat
21347,18833,16985,22242,preheat
21344,18831,16976,22238,preheat
21346,18835,16961,22244,preheat
21347,18835,16958,22241,preheat
21350,18835,16944,22242,preheat
21349,18837,16934,22244,preheat
21346,18837,16950,22241,preheat
21349,18839,16964,22240,preheat
21343,18839,16971,22239,preheat
21347,18838,16971,22240,preheat
21346,18842,16964,22241,preheat
21340,18841,16963,22239,preheat
21344,18844,16974,22247,preheat
21348,18850,16985,22240,preheat
21346,18849,16995,22241,preheat
21346,18852,16995,22244,preheat
21345,18850,16996,22248,preheat
21346,18856,16993,22247,preheat
21349,18856,16997,22248,preheat
21348,18856,17009,22244,preheat
21341,18851,17023,22246,preheat
21345,18856,17043,22250,preheat
21351,18855,17053,22251,preheat
21346,18853,17051,22244,preheat
21355,18854,17050,22246,preheat
21352,18853,17052,22245,preheat
21360,18853,17055,22240,preheat
21361,18853,17049,22241,preheat
21362,18851,17045,22241,preheat
21360,18851,17035,22238,preheat
21359,18849,17030,22243,preheat
21360,18847,17029,22239,preheat
21360,18851,17030,22242,preheat
21362,18851,17023,22236,preheat
21360,18853,17020,22243,preheat
21348,18849,17031,22240,preheat
21346,18850,17036,22243,preheat
21344,18848,17044,22241,preheat
21342,18841,17050,22233,preheat
21341,18837,17060,22237,preheat
21345,18835,17054,22233,preheat
21340,18832,17047,22236,preheat
21342,18825,17035,22232,preheat
21332,18823,17029,22234,preheat
21331,18818,17024,22233,preheat
21327,18812,17009,22234,preheat
21324,18813,16995,22229,preheat
21323,18800,16990,22229,preheat
21314,18793,16979,22225,preheat
21315,18790,16978,22230,preheat
21319,18782,16966,22223,preheat
21315,18779,16958,22225,preheat
21311,18774,16940,22222,preheat
21314,18771,16930,22222,preheat
21312,18769,16921,22221,preheat
21311,18768,16914,22220,preheat
21318,18769,16906,22214,preheat
21317,18766,16897,22219,preheat
21316,18761,16886,22218,preheat
21316,18756,16874,22215,preheat
21318,18759,16870,22215,preheat
21315,18755,16859,22214,preheat
21311,18755,16852,22212,preheat
21311,18760,16849,22214,preheat
21301,18758,16846,22213,preheat
21295,18760,16859,22212,preheat
21289,18756,16889,22211,preheat
21285,18761,16924,22215,preheat
21282,18759,16943,22212,preheat
21287,18761,16939,22210,preheat
21292,18762,16931,22209,preheat
21286,18761,16928,22210,preheat
21291,18763,16924,22210,preheat
21289,18760,16916,22214,preheat
21291,18760,16921,22213,preheat
21296,18766,16929,22212,preheat
21296,18763,16930,22217,preheat
21297,18768,16926,22218,preheat
21298,18772,16929,22213,preheat
21300,18779,16931,22219,preheat
21303,18783,16942,22219,preheat
21302,18787,16958,22215,preheat
21301,18788,16978,22219,preheat
21309,18795,16993,22216,preheat
21312,18801,17001,22219,preheat
21316,18803,17010,22220,preheat
21319,18808,17013,22217,preheat
21330,18808,17019,22226,preheat
21332,18818,17031,22228,preheat
21337,18824,17034,22227,preheat
21339,18827,17035,22229,preheat
21339,18829,17046,22229,preheat
21346,18837,17047,22230,preheat
21349,18844,17051,22232,preheat
21347,18849,17047,22235,preheat
21353,18852,17051,22230,preheat
21355,18859,17056,22233,preheat
21361,18867,17067,22240,preheat
21371,18871,17078,22240,preheat
21371,18872,17087,22242,preheat
21375,18880,17094,22244,preheat
21374,18879,17104,22244,preheat
21373,18879,17112,22247,preheat
21373,18882,17108,22245,preheat
21373,18883,17088,22242,preheat
21370,18875,17078,22246,preheat
21367,18876,17074,22246,preheat
21363,18877,17070,22245,preheat
21366,18875,17051,22242,preheat
21365,18871,17040,22246,preheat
21359,18871,17033,22243,preheat
21350,18863,17023,22242,preheat
21350,18866,17025,22242,preheat
21352,18864,17010,22239,preheat
21345,18857,17003,22242,preheat
21335,18852,17001,22236,preheat
21321,18854,17012,22240,preheat
21315,18854,17031,22237,preheat
21314,18857,17039,22241,preheat
21317,18862,17042,22238,preheat
21322,18860,17043,22238,preheat
21322,18865,17043,22239,preheat
21325,18867,17039,22241,preheat
21324,18871,17041,22238,preheat
21332,18877,17036,22239,preheat
21332,18881,17036,22243,preheat
21336,18888,17033,22242,preheat
21332,18888,17034,22246,preheat
21326,18892,17047,22244,preheat
21327,18897,17065,22245,preheat
21324,18902,17077,22248,preheat
21333,18905,17080,22248,preheat
21339,18908,17087,22250,preheat
21344,18909,17088,22250,preheat
21353,18912,17100,22254,preheat
21357,18912,17098,22248,preheat
21364,18913,17097,22249,preheat
21365,18905,17106,22248,preheat
21364,18907,17120,22250,preheat
21366,18907,17142,22250,preheat
21370,18909,17153,22254,preheat
21374,18915,17158,22252,preheat
21376,18916,17172,22257,preheat
21367,18918,17172,22257,preheat
21378,18914,17164,22256,preheat
21377,18921,17160,22260,preheat
21380,18926,17155,22260,preheat
21378,18924,17154,22257,preheat
21375,18922,17160,22259,preheat
21373,18924,17182,22263,preheat
21377,18929,17202,22264,preheat
21379,18933,17208,22266,preheat
21380,18941,17202,22265,preheat
21387,18950,17205,22265,preheat
21395,18962,17208,22267,preheat
21404,18973,17220,22270,preheat
21409,18993,17240,22271,preheat
21421,19021,17259,22272,preheat
21439,19047,17286,22283,preheat
21453,19075,17319,22288,preheat
21469,19099,17342,22295,preheat
21487,19127,17377,22294,preheat
21498,19154,17418,22300,preheat
21505,19184,17467,22304,preheat
21519,19203,17495,22309,preheat
21525,19231,17531,22315,preheat
21534,19252,17564,22315,preheat
21543,19269,17587,22321,preheat
21553,19285,17601,22328,preheat
21565,19298,17618,22327,preheat
21573,19309,17634,22329,preheat
21576,19325,17653,22335,preheat
21586,19332,17654,22335,preheat
21597,19341,17658,22335,preheat
21598,19345,17664,22333,preheat
21603,19352,17674,22344,preheat
21607,19354,17671,22346,preheat
21606,19357,17663,22344,preheat
21606,19357,17657,22338,preheat
21604,19368,17663,22345,preheat
21605,19369,17672,22346,preheat
21603,19370,17673,22343,preheat
21604,19370,17665,22346,preheat
21597,19366,17658,22343,preheat
21596,19365,17656,22340,preheat
21594,19365,17665,22339,preheat
21589,19360,17679,22335,preheat
21588,19358,17685,22339,preheat
21588,19356,17694,22335,preheat
21585,19359,17688,22337,preheat
21582,19350,17684,22332,preheat
21579,19348,17667,22332,preheat
21576,19340,17664,22328,preheat
21569,19336,17664,22325,preheat
21563,19332,17669,22322,preheat
21555,19324,17676,22321,preheat
21555,19320,17666,22318,preheat
21554,19312,17646,22311,preheat
21556,19306,17630,22304,preheat
21549,19297,17619,22304,preheat
21552,19292,17614,22305,preheat
21550,19283,17605,22304,preheat
21544,19273,17579,22301,preheat
21538,19268,17555,22302,preheat
21532,19258,17549,22297,preheat
21527,19249,17544,22292,preheat
21516,19237,17534,22294,preheat
21516,19226,17533,22285,preheat
21509,19216,17532,22287,preheat
21500,19204,17533,22273,preheat
21487,19193,17534,22276,preheat
21478,19176,17534,22268,preheat
21470,19161,17537,22259,preheat
21459,19149,17527,22260,preheat
21454,19134,17508,22257,preheat
21451,19115,17475,22250,preheat
21441,19097,17446,22244,preheat
21432,19079,17414,22235,preheat
21421,19063,17382,22234,preheat
21408,19034,17352,22230,preheat
21391,19014,17321,22219,preheat
21378,18995,17290,22211,preheat
21367,18972,17261,22199,preheat
21362,18955,17229,22200,preheat
21351,18926,17198,22191,preheat
21341,18906,17168,22193,preheat
21329,18887,17154,22180,preheat
21317,18865,17126,22176,preheat
21306,18840,17096,22169,preheat
21292,18814,17067,22161,preheat
21277,18792,17034,22155,preheat
21262,18765,17004,22151,preheat
21251,18744,16973,22137,preheat
21241,18719,16934,22131,preheat
21228,18695,16900,22122,preheat
21214,18674,16878,22121,preheat
21203,18649,16845,22111,preheat
21187,18626,16813,22102,preheat
21176,18598,16789,22095,preheat
21156,18579,16759,22084,preheat
21134,18553,16742,22073,preheat
21120,18529,16734,22071,preheat
21109,18506,16723,22063,preheat
21092,18480,16706,22060,preheat
21078,18458,16671,22048,preheat
21067,18433,16643,22041,preheat
21050,18416,16615,22034,preheat
21038,18392,16593,22027,preheat
21025,18370,16578,22020,preheat
21018,18349,16548,22015,preheat
21012,18325,16516,22010,preheat
21003,18308,16486,22000,preheat
20995,18284,16459,21996,preheat
20983,18269,16432,21990,preheat
20975,18248,16405,21983,preheat
20966,18233,16374,21976,preheat
20960,18215,16337,21971,preheat
20953,18194,16304,21969,preheat
20947,18180,16276,21959,preheat
20936,18158,16255,21950,preheat
20928,18142,16228,21944,preheat
20920,18124,16200,21941,preheat
20914,18107,16169,21933,preheat
20904,18096,16143,21930,preheat
20898,18079,16120,21928,preheat
20887,18069,16110,21926,preheat
20883,18055,16103,21919,preheat
20872,18043,16105,21911,preheat
20863,18027,16090,21908,preheat
20862,18020,16085,21905,preheat
20855,18011,16072,21902,preheat
20853,17998,16065,21895,preheat
20845,17990,16053,21891,preheat
20845,17981,16038,21888,preheat
20836,17975,16030,21884,preheat
20828,17967,16024,21887,preheat
20829,17956,16013,21875,preheat
20827,17955,16003,21876,preheat
20829,17946,15996,21873,preheat
20827,17940,15989,21868,preheat
20824,17933,15977,21869,preheat
20820,17925,15959,21863,preheat
20809,17925,15941,21865,preheat
20796,17914,15937,21858,preheat
20790,17908,15926,21853,preheat
20789,17902,15912,21853,preheat
20788,17896,15898,21846,preheat
20792,17894,15893,21844,preheat
20787,17889,15881,21840,preheat
20780,17884,15867,21838,preheat
20777,17879,15864,21839,preheat
20776,17874,15862,21834,preheat
20772,17868,15860,21833,preheat
20770,17862,15846,21827,preheat
20766,17858,15834,21823,preheat
20765,17851,15821,21826,preheat
20765,17847,15817,21825,preheat
20767,17842,15811,21824,preheat
20761,17837,15807,21820,preheat
20760,17837,15796,21820,preheat
20759,17833,15784,21818,preheat
20750,17830,15785,21813,preheat
20751,17828,15791,21816,preheat
20752,17825,15797,21813,preheat
20757,17820,15804,21814,preheat
20760,17815,15813,21808,preheat
20761,17813,15805,21808,preheat
20758,17807,15799,21803,preheat
20769,17806,15796,21806,preheat
20772,17800,15786,21808,preheat
20777,17798,15780,21807,preheat
20774,17796,15768,21808,preheat
20778,17789,15761,21806,preheat
20776,17789,15757,21805,preheat
20778,17784,15757,21805,preheat
20772,17779,15755,21800,preheat
20761,17772,15760,21798,preheat
20757,17762,15770,21798,preheat
20760,17765,15765,21793,preheat
20758,17753,15754,21796,preheat
20757,17752,15744,21794,preheat
20752,17740,15738,21791,preheat
20743,17739,15737,21790,preheat
20742,17733,15736,21790,preheat
20741,17721,15743,21787,preheat
20731,17716,15747,21782,preheat
20734,17707,15754,21786,preheat
20723,17707,15750,21779,preheat
20720,17696,15736,21780,preheat
20715,17688,15723,21779,preheat
20710,17678,15703,21777,preheat
20708,17672,15687,21777,preheat
20707,17668,15672,21773,preheat
20702,17664,15667,21772,preheat
20699,17655,15671,21772,preheat
20692,17655,15678,21768,preheat
20685,17646,15690,21774,preheat
20677,17638,15695,21768,preheat
20678,17633,15693,21767,preheat
20675,17626,15689,21761,preheat
20672,17621,15680,21756,preheat
20671,17613,15672,21755,preheat
20670,17610,15660,21758,preheat
20669,17604,15645,21752,preheat
20667,17598,15632,21752,preheat
20670,17591,15623,21752,preheat
20668,17584,15611,21751,preheat
20663,17580,15589,21747,preheat
20655,17573,15568,21744,preheat
20654,17566,15542,21742,preheat
20650,17560,15531,21740,preheat
20648,17553,15522,21738,preheat
20645,17546,15512,21736,preheat
20641,17539,15501,21733,preheat
20637,17530,15491,21730,preheat
20630,17529,15481,21730,preheat
20626,17520,15474,21727,preheat
20619,17513,15475,21726,preheat
20612,17507,15473,21722,preheat
20607,17501,15478,21724,preheat
20607,17494,15472,21720,preheat
20607,17488,15459,21716,preheat
20601,17479,15445,21717,preheat
20595,17468,15432,21708,preheat
20592,17466,15423,21710,preheat
20585,17462,15422,21712,preheat
20577,17451,15419,21704,preheat
20569,17448,15414,21702,preheat
20567,17437,15414,21701,preheat
20552,17430,15413,21694,preheat
20550,17422,15410,21695,preheat
20543,17421,15401,21694,preheat
20553,17415,15391,21697,preheat
20544,17403,15382,21693,preheat
20543,17403,15373,21691,preheat
20538,17392,15371,21690,preheat
20535,17390,15375,21683,preheat
20533,17385,15386,21686,preheat
20522,17381,15393,21685,preheat
20523,17375,15390,21680,preheat
20516,17370,15387,21683,preheat
20512,17372,15383,21685,preheat
20511,17368,15376,21686,preheat
20509,17364,15364,21678,preheat
20506,17361,15354,21675,preheat
20509,17357,15346,21679,preheat
20503,17354,15335,21673,preheat
20504,17349,15331,21674,preheat
20497,17341,15333,21669,preheat
20492,17338,15333,21666,preheat
20493,17330,15329,21672,preheat
20490,17325,15324,21666,preheat
20486,17323,15314,21666,preheat
20482,17316,15310,21663,preheat
20481,17312,15310,21661,preheat
20481,17311,15309,21661,preheat
20475,17304,15310,21660,preheat
20465,17298,15305,21660,preheat
20459,17291,15298,21659,preheat
20458,17289,15296,21655,preheat
20460,17283,15286,21654,preheat
20461,17277,15264,21653,preheat
20460,17270,15259,21649,preheat
20461,17265,15244,21646,preheat
20461,17260,15230,21652,preheat
20457,17253,15218,21647,preheat
20451,17247,15210,21643,preheat
20444,17241,15203,21644,preheat
20441,17238,15205,21644,preheat
20433,17229,15201,21638,preheat
20427,17222,15188,21635,preheat
20421,17216,15174,21636,preheat
20421,17204,15161,21633,preheat
20418,17201,15143,21630,preheat
20419,17192,15125,21630,preheat
20409,17187,15118,21629,preheat
20409,17181,15115,21629,preheat
20400,17175,15116,21626,preheat
20399,17166,15108,21621,preheat
20390,17160,15106,21619,preheat
20389,17152,15102,21620,preheat
20380,17149,15100,21615,preheat
