adc_mq135, adc_mq137, adc_mq138, adc_mq3, status
20855,19741,18509,22177,preheat
20878,19790,18557,22201,preheat
20903,19832,18600,22217,preheat
20922,19869,18645,22235,preheat
20936,19902,18681,22248,preheat
20954,19933,18714,22262,preheat
20965,19958,18731,22277,preheat
20977,19981,18745,22287,preheat
20986,19997,18760,22299,preheat
20991,20014,18778,22308,preheat
20997,20026,18797,22316,preheat
21000,20031,18814,22323,preheat
21004,20034,18817,22328,preheat
20996,20028,18815,22328,preheat
20992,20014,18805,22328,preheat
20981,19997,18792,22322,preheat
20966,19978,18774,22321,preheat
20948,19950,18745,22311,preheat
20931,19921,18722,22301,preheat
20909,19887,18700,22293,preheat
20891,19852,18673,22283,preheat
20866,19812,18636,22266,preheat
20842,19775,18606,22261,preheat
20814,19734,18555,22239,preheat
20786,19695,18516,22224,preheat
20758,19652,18474,22211,preheat
20731,19611,18428,22197,preheat
20706,19571,18382,22179,preheat
20681,19527,18339,22165,preheat
20652,19491,18291,22148,preheat
20630,19450,18252,22135,preheat
20604,19414,18208,22119,preheat
20573,19371,18170,22104,preheat
20554,19343,18136,22091,preheat
20530,19307,18104,22075,preheat
20516,19276,18070,22056,preheat
20494,19245,18039,22046,preheat
20480,19218,18010,22034,preheat
20464,19194,17975,22023,preheat
20449,19171,17948,22010,preheat
20437,19151,17931,21998,preheat
20428,19137,17918,21990,preheat
20424,19126,17907,21982,preheat
20423,19127,17894,21972,preheat
20427,19134,17897,21972,preheat
20439,19155,17908,21972,preheat
20463,19181,17933,21976,preheat
20490,19225,17951,21973,preheat
20515,19268,17971,21982,preheat
20549,19318,18001,21992,preheat
20585,19376,18053,22000,preheat
20623,19439,18116,22017,preheat
20663,19499,18174,22030,preheat
20703,19555,18242,22048,preheat
20748,19614,18316,22069,preheat
20781,19668,18377,22087,preheat
20815,19718,18447,22108,preheat
20846,19770,18506,22129,preheat
20872,19816,18565,22150,preheat
20895,19856,18615,22170,preheat
20918,19895,18650,22185,preheat
20936,19928,18684,22200,preheat
20956,19958,18711,22216,preheat
20972,19981,18737,22230,preheat
20979,19999,18762,22243,preheat
20987,20007,18786,22255,preheat
20985,20012,18797,22261,preheat
20984,20010,18798,22264,preheat
20968,19993,18786,22260,preheat
20957,19975,18769,22257,preheat
20941,19949,18742,22256,preheat
20923,19922,18713,22248,preheat
20897,19889,18683,22244,preheat
20876,19852,18647,22228,preheat
20845,19810,18604,22209,preheat
20815,19767,18568,22197,preheat
20787,19723,18527,22180,preheat
20751,19670,18488,22162,preheat
20723,19628,18441,22144,preheat
20689,19577,18388,22124,preheat
20663,19532,18327,22105,preheat
20636,19482,18269,22086,preheat
20604,19435,18213,22064,preheat
20575,19385,18156,22043,preheat
20544,19342,18104,22027,preheat
20517,19297,18059,22006,preheat
20491,19257,18007,21988,preheat
20460,19215,17955,21965,preheat
20428,19169,17903,21950,preheat
20408,19133,17854,21932,preheat
20383,19098,17807,21917,preheat
20361,19059,17763,21898,preheat
20343,19030,17728,21878,preheat
20322,19003,17693,21869,preheat
20308,18969,17661,21855,preheat
20292,18947,17639,21847,preheat
20278,18931,17621,21831,preheat
20271,18913,17606,21821,preheat
20264,18907,17594,21819,preheat
20263,18912,17585,21811,preheat
20272,18925,17591,21804,preheat
20293,18950,17616,21804,preheat
20321,18987,17631,21811,preheat
20347,19031,17660,21814,preheat
20377,19085,17692,21827,preheat
20411,19140,17731,21837,preheat
20455,19204,17785,21853,preheat
20500,19259,17852,21865,preheat
20546,19323,17927,21885,preheat
20585,19385,18004,21907,preheat
20625,19446,18087,21931,preheat
20659,19501,18159,21955,preheat
20695,19553,18225,21969,preheat
20727,19605,18277,21996,preheat
20753,19647,18326,22018,preheat
20781,19697,18361,22043,preheat
20803,19733,18403,22061,preheat
20823,19767,18449,22081,preheat
20839,19798,18488,22101,preheat
20856,19826,18526,22109,preheat
20866,19852,18565,22130,preheat
20881,19870,18598,22145,preheat
20889,19891,18626,22157,preheat
20898,19903,18652,22167,preheat
20900,19913,18667,22175,preheat
20903,19916,18675,22183,preheat
20898,19909,18671,22182,preheat
20888,19899,18670,22186,preheat
20877,19883,18660,22180,preheat
20864,19864,18644,22183,preheat
20847,19837,18617,22178,preheat
20828,19802,18588,22168,preheat
20800,19771,18557,22154,preheat
20777,19730,18523,22144,preheat
20751,19694,18479,22128,preheat
20722,19652,18434,22117,preheat
20695,19605,18379,22098,preheat
20672,19558,18325,22086,preheat
20643,19518,18271,22064,preheat
20611,19467,18224,22048,preheat
20581,19422,18180,22032,preheat
20552,19379,18127,22015,preheat
20523,19338,18085,21996,preheat
20495,19289,18037,21975,preheat
20463,19248,17991,21956,preheat
20440,19209,17949,21942,preheat
20412,19164,17902,21920,preheat
20382,19128,17851,21902,preheat
20364,19093,17808,21884,preheat
20339,19056,17765,21869,preheat
20324,19027,17723,21854,preheat
20303,18999,17679,21840,preheat
20286,18968,17638,21823,preheat
20275,18941,17603,21810,preheat
20264,18915,17574,21797,preheat
20248,18891,17545,21787,preheat
20236,18870,17523,21774,preheat
20229,18859,17511,21763,preheat
20224,18852,17500,21759,preheat
20221,18856,17499,21754,preheat
20229,18867,17501,21745,preheat
20247,18895,17516,21747,preheat
20273,18932,17549,21754,preheat
20303,18976,17591,21760,preheat
20338,19029,17651,21773,preheat
20371,19087,17721,21787,preheat
20411,19147,17788,21797,preheat
20454,19200,17847,21814,preheat
20494,19255,17891,21836,preheat
20532,19307,17931,21852,preheat
20560,19355,17971,21874,preheat
20589,19401,18015,21891,preheat
20613,19438,18053,21908,preheat
20633,19473,18088,21928,preheat
20646,19499,18115,21940,preheat
20657,19524,18120,21955,preheat
20667,19545,18136,21968,preheat
20676,19561,18151,21984,preheat
20682,19575,18181,21990,preheat
20685,19589,18211,22002,preheat
20689,19597,18243,22007,preheat
20693,19605,18256,22016,preheat
20696,19617,18269,22022,preheat
20697,19622,18280,22029,preheat
20689,19623,18288,22029,preheat
20689,19623,18291,22032,preheat
20692,19620,18285,22032,preheat
20682,19616,18280,22032,preheat
20677,19605,18269,22028,preheat
20673,19588,18262,22028,preheat
20663,19570,18254,22023,preheat
20640,19544,18235,22011,preheat
20624,19510,18213,21999,preheat
20603,19480,18195,21989,preheat
20585,19448,18169,21971,preheat
20560,19417,18137,21959,preheat
20538,19373,18103,21942,preheat
20513,19337,18068,21931,preheat
20490,19297,18025,21914,preheat
20461,19258,17990,21896,preheat
20437,19218,17946,21879,preheat
20411,19181,17901,21868,preheat
20387,19140,17852,21849,preheat
20366,19101,17802,21831,preheat
20340,19060,17750,21812,preheat
20321,19025,17703,21801,preheat
20305,18992,17666,21784,preheat
20281,18956,17632,21774,preheat
20259,18923,17597,21754,preheat
20239,18893,17565,21744,preheat
20217,18866,17534,21731,preheat
20207,18847,17505,21721,preheat
20201,18833,17480,21707,preheat
20203,18833,17468,21700,preheat
20202,18848,17464,21703,preheat
20217,18873,17472,21703,preheat
20236,18907,17477,21702,preheat
20273,18948,17502,21708,preheat
20306,18997,17543,21718,preheat
20340,19049,17599,21732,preheat
20382,19109,17669,21746,preheat
20422,19167,17735,21763,preheat
20465,19224,17801,21784,preheat
20504,19282,17859,21804,preheat
20536,19339,17917,21828,preheat
20566,19389,17979,21848,preheat
20596,19443,18038,21875,preheat
20627,19489,18084,21895,preheat
20650,19527,18127,21920,preheat
20672,19566,18162,21936,preheat
20695,19607,18195,21958,preheat
20707,19636,18222,21979,preheat
20718,19666,18252,22000,preheat
20731,19689,18284,22021,preheat
20743,19713,18312,22029,preheat
20758,19736,18341,22046,preheat
20768,19750,18364,22057,preheat
20774,19764,18396,22068,preheat
20773,19769,18419,22073,preheat
20771,19771,18431,22087,preheat
20773,19769,18430,22087,preheat
20771,19758,18417,22088,preheat
20766,19745,18407,22086,preheat
20752,19723,18392,22084,preheat
20737,19695,18363,22073,preheat
20721,19662,18338,22063,preheat
20696,19628,18314,22052,preheat
20669,19585,18279,22041,preheat
20644,19551,18243,22028,preheat
20614,19506,18196,22017,preheat
20583,19462,18147,21999,preheat
20555,19418,18107,21977,preheat
20521,19370,18063,21963,preheat
20486,19322,18016,21947,preheat
20457,19277,17963,21927,preheat
20427,19233,17907,21910,preheat
20399,19186,17860,21888,preheat
20366,19135,17817,21872,preheat
20338,19095,17769,21855,preheat
20303,19051,17713,21835,preheat
20273,19004,17658,21812,preheat
20250,18965,17597,21796,preheat
20222,18928,17535,21780,preheat
20195,18884,17477,21758,preheat
20175,18851,17427,21740,preheat
20153,18820,17384,21724,preheat
20139,18802,17346,21714,preheat
20126,18787,17317,21704,preheat
20121,18786,17304,21687,preheat
20128,18799,17294,21680,preheat
20146,18819,17299,21680,preheat
20161,18855,17325,21681,preheat
20187,18896,17359,21680,preheat
20215,18948,17399,21688,preheat
20250,19004,17449,21700,preheat
20293,19068,17509,21716,preheat
20336,19126,17579,21734,preheat
20383,19190,17648,21756,preheat
20431,19252,17714,21778,preheat
20473,19308,17769,21798,preheat
20510,19364,17812,21823,preheat
20546,19417,17859,21845,preheat
20575,19463,17900,21868,preheat
20601,19513,17949,21896,preheat
20631,19551,17990,21920,preheat
20655,19588,18039,21943,preheat
20674,19619,18074,21963,preheat
20693,19646,18114,21983,preheat
20698,19673,18150,21999,preheat
20711,19697,18187,22016,preheat
20714,19719,18217,22030,preheat
20716,19736,18238,22041,preheat
20722,19744,18253,22055,preheat
20728,19747,18269,22063,preheat
20730,19746,18270,22063,preheat
20730,19741,18270,22070,preheat
20724,19732,18271,22068,preheat
20718,19713,18263,22065,preheat
20703,19690,18258,22062,preheat
20691,19667,18244,22058,preheat
20670,19635,18223,22042,preheat
20647,19599,18196,22033,preheat
20621,19561,18166,22017,preheat
20595,19521,18137,22008,preheat
20567,19477,18108,21989,preheat
20540,19433,18079,21977,preheat
20510,19389,18037,21956,preheat
20478,19342,17993,21939,preheat
20454,19299,17951,21923,preheat
20424,19256,17904,21910,preheat
20399,19206,17848,21890,preheat
20373,19164,17797,21869,preheat
20349,19125,17752,21853,preheat
20320,19081,17705,21837,preheat
20299,19040,17655,21816,preheat
20272,19002,17612,21800,preheat
20243,18965,17571,21779,preheat
20225,18927,17528,21766,preheat
20200,18896,17491,21747,preheat
20178,18861,17451,21738,preheat
20164,18830,17413,21718,preheat
20151,18808,17371,21702,preheat
20144,18799,17348,21693,preheat
20147,18805,17337,21687,preheat
20156,18824,17337,21680,preheat
20172,18852,17350,21685,preheat
20199,18891,17386,21688,preheat
20233,18940,17424,21698,preheat
20271,18993,17488,21707,preheat
20319,19062,17561,21723,preheat
20362,19125,17626,21741,preheat
20415,19194,17704,21765,preheat
20463,19258,17776,21791,preheat
20507,19318,17847,21815,preheat
20544,19375,17919,21840,preheat
20581,19431,17982,21862,preheat
20615,19483,18038,21890,preheat
20641,19537,18103,21913,preheat
20675,19580,18161,21936,preheat
20694,19622,18214,21955,preheat
20716,19660,18253,21982,preheat
20734,19693,18293,22009,preheat
20753,19724,18329,22024,preheat
20765,19754,18364,22044,preheat
20778,19773,18398,22060,preheat
20787,19792,18428,22075,preheat
20794,19812,18448,22089,preheat
20803,19827,18452,22102,preheat
20808,19837,18459,22114,preheat
20809,19845,18468,22121,preheat
20813,19850,18480,22130,preheat
20813,19852,18491,22139,preheat
20809,19853,18493,22141,preheat
20801,19845,18483,22142,preheat
20791,19830,18479,22141,preheat
20782,19810,18471,22138,charge
20767,19784,18447,22126,charge
20749,19759,18417,22120,charge
20727,19722,18383,22104,charge
20697,19688,18341,22090,charge
20677,19650,18302,22082,charge
20646,19599,18251,22060,charge
20615,19547,18197,22041,charge
20579,19498,18144,22025,charge
20546,19440,18088,22003,charge
20502,19375,18022,21984,charge
20459,19311,17950,21961,charge
20411,19243,17870,21933,charge
20367,19169,17792,21904,charge
20318,19096,17715,21872,charge
20266,19022,17645,21844,charge
20213,18954,17573,21814,charge
20161,18871,17493,21782,charge
20108,18801,17407,21749,charge
20060,18724,17321,21716,charge
20013,18649,17234,21682,charge
19963,18573,17148,21647,charge
19910,18496,17069,21614,charge
19864,18423,16986,21578,charge
19814,18350,16907,21543,charge
19769,18280,16822,21506,charge
19722,18208,16739,21473,charge
19676,18144,16660,21443,charge
19632,18078,16582,21409,charge
19591,18015,16505,21378,charge
19552,17953,16433,21351,charge
19514,17898,16374,21329,charge
19484,17848,16309,21305,charge
19456,17797,16239,21284,charge
19426,17754,16177,21269,charge
19398,17711,16132,21255,charge
19377,17674,16091,21241,charge
19358,17643,16060,21242,charge
19347,17618,16026,21241,charge
19333,17588,15993,21242,charge
19323,17570,15976,21247,charge
19312,17553,15970,21259,charge
19310,17541,15964,21265,charge
19310,17535,15956,21276,charge
19315,17529,15959,21292,charge
19322,17531,15962,21306,charge
19338,17541,15974,21319,charge
19354,17558,15987,21336,charge
19383,17582,16005,21347,charge
19414,17610,16039,21360,charge
19454,17649,16074,21372,charge
19498,17692,16112,21385,charge
19545,17739,16163,21393,charge
19579,17792,16239,21409,charge
19619,17848,16318,21418,charge
19659,17908,16394,21438,charge
19709,17968,16454,21442,charge
19758,18029,16514,21461,charge
19806,18085,16584,21474,charge
19856,18143,16654,21493,charge
19898,18197,16719,21505,charge
19937,18247,16791,21523,charge
19974,18298,16858,21539,charge
20008,18341,16916,21556,charge
20036,18387,16973,21569,charge
20063,18426,17016,21592,charge
20087,18459,17051,21599,charge
20106,18492,17083,21618,charge
20128,18523,17126,21636,charge
20139,18553,17164,21646,charge
20153,18579,17202,21661,charge
20167,18603,17236,21676,charge
20178,18628,17263,21689,charge
20188,18652,17281,21699,charge
20199,18675,17306,21710,charge
20206,18696,17328,21720,charge
20212,18719,17347,21738,charge
20219,18740,17364,21746,charge
20232,18760,17379,21756,charge
20241,18783,17392,21765,charge
20250,18803,17413,21775,charge
20257,18825,17446,21785,charge
20259,18841,17468,21792,charge
20277,18859,17493,21803,charge
20284,18877,17513,21813,charge
20296,18890,17528,21824,charge
20309,18907,17543,21831,charge
20321,18919,17547,21840,charge
20329,18931,17544,21846,charge
20332,18945,17552,21853,charge
20333,18954,17554,21857,charge
20341,18967,17567,21866,charge
20349,18977,17589,21875,charge
20354,18989,17597,21880,charge
20359,18997,17609,21884,charge
20360,19001,17618,21887,charge
20360,19006,17625,21893,charge
20359,19006,17637,21894,charge
20360,19013,17635,21898,charge
20358,19010,17635,21903,charge
20359,19005,17628,21903,charge
20354,18999,17620,21906,charge
20353,19002,17629,21910,charge
20346,18995,17630,21909,charge
20343,18994,17619,21903,charge
20339,18993,17605,21905,charge
20337,18993,17598,21911,charge
20331,18992,17589,21903,charge
20331,18988,17589,21905,charge
20329,18984,17586,21907,charge
20332,18984,17592,21906,charge
20329,18982,17597,21903,charge
20330,18981,17599,21904,charge
20328,18980,17605,21906,charge
20331,18984,17610,21905,charge
20326,18986,17605,21902,charge
20329,18990,17597,21905,charge
20327,18994,17597,21907,charge
20330,19000,17593,21907,charge
20328,19003,17588,21907,charge
20334,19005,17597,21909,charge
20337,19012,17616,21915,charge
20347,19016,17620,21918,charge
20348,19023,17626,21918,charge
20355,19032,17629,21924,charge
20362,19037,17634,21926,charge
20369,19039,17644,21926,charge
20373,19042,17650,21926,charge
20377,19046,17657,21931,charge
20379,19051,17655,21934,charge
20382,19055,17653,21935,charge
20380,19057,17653,21936,charge
20379,19055,17658,21938,charge
20372,19055,17670,21936,charge
20372,19055,17685,21941,charge
20374,19053,17696,21939,charge
20371,19051,17698,21938,charge
20369,19052,17703,21941,charge
20374,19053,17695,21939,charge
20371,19050,17696,21940,charge
20370,19053,17698,21938,charge
20375,19057,17705,21937,charge
20377,19062,17710,21942,charge
20379,19065,17707,21942,charge
20387,19069,17709,21944,charge
20396,19078,17719,21946,charge
20398,19083,17732,21948,charge
20407,19091,17738,21946,charge
20412,19096,17746,21949,charge
20411,19101,17753,21954,charge
20416,19103,17757,21953,charge
20413,19107,17761,21952,charge
20417,19111,17763,21959,charge
20419,19115,17762,21957,charge
20424,19120,17760,21959,charge
20424,19123,17758,21958,charge
20427,19119,17756,21956,charge
20431,19117,17757,21953,charge
20435,19126,17767,21962,charge
20434,19122,17769,21961,charge
20426,19127,17779,21958,charge
20429,19128,17789,21959,charge
20428,19125,17790,21961,charge
20425,19125,17777,21963,charge
20427,19128,17767,21963,charge
20428,19126,17757,21958,charge
20427,19127,17750,21961,charge
20425,19131,17741,21963,charge
20424,19123,17737,21964,charge
20429,19128,17747,21967,charge
20431,19119,17745,21965,charge
20430,19126,17752,21966,charge
20430,19124,17754,21962,charge
20428,19123,17760,21966,charge
20429,19126,17764,21963,charge
20428,19123,17765,21968,charge
20429,19125,17777,21963,charge
20434,19125,17784,21966,charge
20435,19125,17782,21962,charge
20435,19124,17780,21967,charge
20434,19120,17769,21965,charge
20431,19120,17765,21967,charge
20433,19120,17767,21964,charge
20432,19117,17766,21964,charge
20432,19112,17761,21965,charge
20432,19114,17759,21962,charge
20431,19121,17759,21960,charge
20427,19122,17761,21961,charge
20436,19125,17766,21963,charge
20435,19125,17775,21967,charge
20438,19130,17769,21969,charge
20439,19135,17761,21965,charge
20436,19134,17751,21964,charge
20441,19136,17747,21970,charge
20438,19137,17744,21969,charge
20440,19139,17746,21966,charge
20442,19138,17743,21968,charge
20441,19144,17755,21972,charge
20441,19142,17766,21973,charge
20434,19136,17778,21972,charge
20435,19140,17775,21973,charge
20439,19141,17777,21970,charge
20441,19145,17772,21972,charge
20446,19144,17761,21975,charge
20442,19144,17762,21974,charge
20447,19148,17770,21973,charge
20448,19147,17777,21975,charge
20447,19150,17782,21975,charge
20444,19152,17783,21973,charge
20445,19153,17792,21970,charge
20446,19155,17803,21972,charge
20450,19158,17809,21974,charge
20450,19157,17804,21976,charge
20449,19155,17788,21976,charge
20449,19154,17781,21974,charge
20453,19156,17788,21980,charge
20450,19155,17791,21979,charge
20453,19163,17796,21978,charge
20453,19161,17797,21978,charge
20453,19163,17811,21976,charge
20457,19168,17819,21975,charge
20458,19171,17834,21975,charge
20460,19170,17842,21977,charge
20461,19170,17843,21976,charge
20462,19169,17838,21974,charge
20468,19170,17839,21978,charge
20466,19172,17834,21974,charge
20470,19173,17829,21978,charge
20469,19171,17822,21979,charge
20471,19173,17812,21976,charge
20475,19175,17811,21975,charge
20482,19177,17818,21981,charge
20482,19179,17819,21976,charge
20484,19181,17820,21979,charge
20487,19184,17832,21980,charge
20482,19186,17840,21978,charge
20484,19187,17844,21979,charge
20484,19188,17844,21979,charge
20489,19194,17843,21980,charge
20492,19195,17843,21979,charge
20496,19205,17845,21979,charge
20500,19207,17856,21980,charge
20507,19217,17869,21984,charge
20517,19228,17878,21985,charge
20522,19238,17893,21989,charge
20525,19244,17897,21989,charge
20535,19250,17895,21993,charge
20540,19257,17895,21992,charge
20543,19262,17902,22002,charge
20548,19267,17908,22002,charge
20550,19269,17915,22005,charge
20551,19269,17918,22008,charge
20554,19274,17929,22010,charge
20552,19278,17939,22009,charge
20554,19280,17954,22012,charge
20556,19279,17958,22013,charge
20554,19283,17963,22016,charge
20548,19281,17968,22018,charge
20555,19284,17970,22020,charge
20555,19283,17969,22018,charge
20560,19285,17968,22021,charge
20559,19284,17971,22022,charge
20559,19284,17969,22021,charge
20556,19279,17956,22018,charge
20553,19278,17951,22018,charge
20554,19277,17948,22021,charge
20550,19273,17952,22019,charge
20549,19273,17959,22020,charge
20548,19268,17961,22016,charge
20546,19270,17961,22017,charge
20543,19263,17960,22016,charge
20545,19264,17952,22015,charge
20542,19260,17947,22016,charge
20534,19258,17951,22019,charge
20536,19257,17952,22015,charge
20535,19257,17947,22011,charge
20529,19254,17944,22012,charge
20533,19257,17935,22017,charge
20541,19262,17925,22016,charge
20538,19263,17925,22017,charge
20537,19264,17933,22015,charge
20539,19268,17934,22015,charge
20543,19268,17935,22015,charge
20537,19269,17935,22016,charge
20532,19265,17920,22014,charge
20536,19269,17901,22017,charge
20540,19265,17885,22012,charge
20545,19268,17892,22013,charge
20549,19267,17906,22010,charge
20551,19270,17900,22009,charge
20550,19270,17899,22012,charge
20551,19272,17900,22013,charge
20552,19265,17899,22008,charge
20555,19264,17897,22008,charge
20553,19262,17892,22011,charge
20556,19265,17880,22009,charge
20558,19265,17879,22015,charge
20552,19265,17890,22008,charge
20552,19266,17904,22011,charge
20551,19270,17929,22013,charge
20557,19276,17946,22011,charge
20561,19277,17951,22014,charge
20568,19282,17952,22014,charge
20568,19287,17949,22020,charge
20570,19286,17956,22018,charge
20571,19289,17961,22018,charge
20570,19284,17964,22018,charge
20574,19287,17964,22016,charge
20572,19279,17963,22020,charge
20576,19286,17963,22015,charge
20573,19284,17957,22021,charge
20577,19291,17955,22023,charge
20576,19296,17948,22022,charge
20576,19295,17950,22021,charge
20582,19299,17947,22022,charge
20579,19302,17946,22027,charge
20589,19302,17941,22022,charge
20590,19302,17935,22023,charge
20589,19298,17936,22023,charge
20592,19301,17939,22025,charge
20590,19299,17950,22022,charge
20582,19296,17958,22022,charge
20587,19299,17956,22022,charge
20586,19298,17957,22023,charge
20582,19294,17960,22021,charge
20583,19295,17957,22020,charge
20590,19292,17958,22017,charge
20581,19290,17959,22015,charge
20578,19286,17964,22018,charge
20573,19288,17964,22012,charge
20577,19284,17951,22014,charge
20573,19284,17947,22011,charge
20578,19281,17933,22010,charge
20574,19274,17929,22011,charge
20571,19272,17925,22014,charge
20572,19266,17925,22007,charge
20563,19263,17929,22001,charge
20557,19259,17928,22001,charge
20551,19249,17918,22000,charge
20543,19241,17910,21996,charge
20542,19243,17907,21994,charge
20538,19236,17901,21989,charge
20537,19235,17893,21990,charge
20538,19233,17888,21993,charge
20537,19229,17884,21993,charge
20531,19225,17882,21986,charge
20532,19221,17883,21983,charge
20532,19218,17889,21983,charge
20532,19217,17892,21986,charge
20532,19223,17896,21982,charge
20536,19220,17886,21978,charge
20538,19221,17881,21983,charge
20537,19225,17869,21980,charge
20538,19217,17857,21975,charge
20543,19225,17860,21977,charge
20539,19226,17863,21981,charge
20541,19224,17871,21978,charge
20539,19228,17876,21976,charge
20540,19230,17882,21975,charge
20544,19232,17879,21979,charge
20546,19238,17881,21978,charge
20549,19241,17889,21979,charge
20559,19250,17896,21979,charge
20564,19252,17898,21978,charge
20568,19254,17899,21979,charge
20572,19256,17906,21978,charge
20571,19261,17919,21980,charge
20576,19262,17935,21980,charge
20582,19267,17949,21979,charge
20581,19270,17955,21979,charge
20583,19269,17954,21981,charge
20581,19269,17960,21978,charge
20581,19269,17961,21980,charge
20579,19267,17959,21979,charge
20583,19264,17959,21983,charge
20580,19269,17953,21979,charge
20582,19267,17954,21977,charge
20577,19266,17961,21980,charge
20574,19268,17971,21978,charge
20577,19273,17982,21985,charge
20585,19271,17993,21980,charge
20581,19273,17997,21983,charge
20586,19280,17998,21982,charge
20587,19282,17996,21983,charge
20590,19286,17991,21984,charge
20591,19283,17980,21985,charge
20587,19285,17985,21984,charge
20582,19283,17984,21985,charge
20587,19286,17978,21984,charge
20588,19293,17972,21983,charge
20593,19299,17965,21985,charge
20599,19300,17962,21990,charge
20608,19311,17963,21992,charge
20617,19312,17959,21988,charge
20622,19318,17958,21997,charge
20621,19323,17963,21996,charge
20627,19326,17966,21994,charge
20628,19327,17970,21998,charge
20625,19332,17974,21998,charge
20624,19331,17986,21997,charge
20625,19332,17983,22000,charge
20628,19338,17974,22001,charge
20632,19338,17972,22000,charge
20636,19344,17974,22004,charge
20635,19340,17977,22003,charge
20638,19341,17986,22006,charge
20637,19340,17988,22003,charge
20630,19342,17989,22005,charge
20634,19351,17995,22009,charge
20639,19348,18002,22004,charge
20639,19355,18010,22005,charge
20643,19355,18023,22005,charge
20647,19359,18034,22010,charge
20648,19361,18041,22009,charge
20653,19367,18054,22015,charge
20652,19364,18055,22012,charge
20655,19362,18054,22009,charge
20651,19361,18062,22014,charge
20648,19359,18058,22017,charge
20646,19361,18052,22013,charge
20644,19357,18054,22012,charge
20637,19354,18057,22014,charge
20637,19351,18042,22010,charge
20638,19348,18023,22011,charge
20636,19347,18011,22009,charge
20633,19343,18006,22009,charge
20634,19349,18001,22008,charge
20632,19347,18011,22006,charge
20634,19348,18030,22012,charge
20633,19347,18041,22006,charge
20632,19349,18045,22008,charge
20634,19349,18039,22007,charge
20635,19354,18033,22006,charge
20640,19357,18036,22011,charge
20643,19361,18046,22011,charge
20647,19362,18055,22013,charge
20650,19367,18053,22014,charge
20652,19364,18047,22013,charge
20654,19368,18049,22013,charge
20656,19365,18044,22011,charge
20652,19363,18041,22011,charge
20656,19367,18046,22011,charge
20658,19366,18043,22015,charge
20660,19365,18034,22015,charge
20659,19363,18031,22012,charge
20654,19362,18029,22014,charge
20651,19358,18041,22017,charge
20645,19355,18041,22006,charge
20649,19355,18043,22008,charge
20643,19351,18042,22009,charge
20651,19349,18037,22008,charge
20645,19346,18034,22005,charge
20646,19343,18038,22005,charge
20641,19346,18045,22004,charge
20637,19338,18046,22003,charge
20634,19335,18045,22004,charge
20631,19333,18049,21998,charge
20631,19333,18045,21998,charge
20631,19332,18041,22000,charge
20630,19337,18035,22001,charge
20633,19338,18028,21996,charge
20636,19342,18018,21993,charge
20642,19347,18007,21999,charge
20650,19356,18003,21999,charge
