adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,status
21012,3047,14515,14546,6123,22104,15080,18838,preheat
21029,3023,14500,14531,6129,22120,15066,18840,preheat
20980,3041,14512,14500,6131,22141,15077,18853,preheat
21038,3028,14508,14538,6129,22144,15075,18836,preheat
21024,3011,14527,14537,6133,22118,15067,18858,preheat
21008,3046,14501,14536,6127,22097,15089,18839,preheat
21021,3023,14520,14539,6127,22127,15066,18839,preheat
20998,3036,14523,14541,6131,22108,15080,18843,preheat
21035,3039,14506,14535,6124,22150,15074,18836,preheat
21038,3040,14497,14510,6130,22099,15072,18845,preheat
21010,3033,14496,14534,6132,22138,15073,18826,preheat
21037,3037,14525,14536,6134,22137,15075,18858,preheat
21023,3037,14504,14543,6128,22085,15072,18839,preheat
20993,3032,14508,14524,6125,22116,15067,18834,preheat
21028,3032,14511,14529,6133,22139,15087,18855,preheat
21043,3022,14482,14539,6131,22143,15082,18845,preheat
21034,3054,14513,14515,6130,22148,15073,18843,preheat
21042,3037,14509,14548,6130,22127,15089,18851,preheat
21031,3031,14518,14545,6134,22095,15073,18849,preheat
21015,3023,14520,14534,6132,22126,15076,18847,preheat
21037,3026,14525,14537,6129,22155,15089,18854,preheat
21052,3054,14502,14526,6136,22161,15073,18865,preheat
21027,3039,14497,14523,6129,22137,15070,18836,preheat
21021,3039,14507,14536,6133,22125,15076,18852,preheat
21025,3024,14509,14559,6132,22115,15071,18855,preheat
21011,3048,14522,14528,6127,22135,15069,18834,preheat
21023,3038,14510,14536,6133,22116,15078,18844,preheat
21026,3029,14504,14526,6133,22141,15069,18842,preheat
21017,3025,14504,14510,6130,22118,15065,18834,preheat
21032,3047,14505,14539,6132,22132,15078,18849,preheat
21013,3047,14525,14539,6132,22133,15062,18844,preheat
21027,3034,14518,14540,6125,22119,15076,18834,preheat
21042,3039,14498,14532,6129,22145,15066,18839,preheat
21013,3017,14510,14532,6129,22146,15065,18851,preheat
21025,3022,14485,14531,6128,22137,15067,18832,preheat
21017,3025,14503,14530,6131,22121,15066,18859,preheat
21023,3033,14506,14526,6128,22132,15074,18841,preheat
21012,3018,14514,14524,6130,22126,15064,18840,preheat
21018,3026,14513,14526,6131,22083,15077,18850,preheat
21032,3032,14508,14532,6127,22143,15058,18833,preheat
20995,3040,14514,14522,6131,22133,15079,18845,preheat
21029,3024,14490,14520,6129,22145,15069,18836,preheat
21036,3031,14498,14528,6133,22136,15055,18847,preheat
21014,3050,14498,14517,6128,22133,15066,18833,preheat
21040,3034,14512,14526,6132,22132,15064,18851,preheat
21009,3023,14499,14547,6134,22118,15067,18843,preheat
21009,3024,14508,14499,6128,22116,15060,18825,preheat
21005,3040,14509,14527,6130,22110,15072,18836,preheat
21049,3028,14487,14523,6128,22135,15058,18843,preheat
21008,3066,14495,14520,6128,22120,15055,18832,preheat
21029,3041,14508,14541,6125,22151,15080,18836,preheat
21015,3026,14500,14530,6129,22125,15066,18856,preheat
21001,3032,14502,14522,6129,22128,15067,18820,preheat
21018,3048,14513,14530,6130,22103,15060,18826,preheat
20976,3040,14495,14520,6132,22119,15075,18838,preheat
21029,3031,14505,14513,6129,22154,15063,18836,preheat
21015,3032,14516,14503,6130,22128,15066,18835,preheat
21047,3057,14482,14513,6128,22132,15058,18827,preheat
21019,3041,14494,14534,6126,22125,15053,18856,preheat
20990,3030,14483,14520,6130,22120,15067,18830,preheat
21013,3035,14508,14531,6129,22124,15061,18834,preheat
20993,3042,14507,14528,6129,22091,15065,18823,preheat
20998,3039,14504,14494,6129,22136,15054,18823,preheat
21017,3033,14506,14528,6128,22123,15074,18837,preheat
21051,3032,14482,14519,6130,22131,15058,18823,preheat
20995,3037,14494,14503,6124,22147,15051,18839,preheat
21031,3032,14510,14526,6127,22140,15066,18825,preheat
21000,3015,14493,14514,6131,22124,15061,18864,preheat
21000,3055,14507,14534,6125,22106,15066,18849,preheat
21047,3027,14514,14539,6131,22130,15055,18829,preheat
21019,3029,14501,14520,6132,22093,15066,18852,preheat
21024,3022,14505,14520,6129,22148,15053,18834,preheat
21024,3040,14502,14515,6123,22124,15063,18841,preheat
21030,3022,14487,14550,6130,22153,15058,18833,preheat
21027,3030,14504,14517,6127,22131,15051,18843,preheat
21012,3017,14490,14514,6128,22115,15066,18831,preheat
21010,3024,14514,14532,6127,22103,15059,18835,preheat
21025,3043,14493,14534,6129,22089,15062,18833,preheat
21013,3034,14504,14522,6132,22128,15051,18823,preheat
21008,3029,14501,14533,6131,22135,15068,18838,preheat
21043,3022,14495,14511,6129,22131,15054,18829,preheat
21009,3030,14497,14511,6126,22138,15045,18833,preheat
21021,3049,14485,14535,6122,22130,15060,18823,preheat
20999,3025,14496,14506,6132,22126,15051,18858,preheat
21020,3047,14506,14526,6130,22118,15068,18833,preheat
21010,3031,14499,14514,6129,22130,15054,18943,preheat
21008,3040,14503,14507,6125,22079,15067,18825,preheat
21035,3034,14498,14524,6130,22121,15046,18823,preheat
20991,3039,14497,14509,6126,22117,15068,18855,preheat
21060,3051,14493,14526,6127,22149,15060,18832,preheat
21019,3029,14484,14501,6125,22122,15046,18838,preheat
21020,3044,14486,14504,6129,22127,15048,18818,preheat
21009,3033,14499,14517,6127,22112,15046,18836,preheat
21021,3031,14490,14533,6130,22091,15059,18827,preheat
20993,3031,14503,14510,6126,22126,15048,18832,preheat
21000,3024,14508,14527,6127,22097,15060,18827,preheat
21028,3030,14496,14516,6125,22115,15042,18817,preheat
20994,3048,14490,14519,6124,22117,15061,18831,preheat
21029,3048,14499,14518,6122,22133,15044,18936,preheat
20997,3032,14489,14506,6130,22100,15059,18836,preheat
21009,3041,14493,14506,6129,22133,15055,18817,preheat
21015,3046,14483,14515,6127,22108,15052,18824,preheat
21031,3047,14494,14513,6126,22119,15049,18824,preheat
21025,3032,14469,14504,6124,22099,15037,18820,preheat
21000,3036,14483,14520,6128,22131,15042,18816,preheat
21016,3033,14508,14511,6129,22126,15043,18834,preheat
21015,3053,14472,14523,6130,22081,15052,18833,preheat
20995,3030,14501,14503,6125,22141,15044,18837,preheat
21011,3033,14493,14522,6122,22101,15051,18943,preheat
20992,3048,14500,14511,6124,22105,15047,18829,preheat
21002,3024,14508,14530,6127,22120,15059,18836,preheat
21017,3030,14502,14490,6123,22117,15032,18940,preheat
21022,3041,14498,14524,6126,22119,15057,18827,preheat
21045,3030,14495,14530,6130,22144,15059,18826,preheat
21010,3040,14488,14515,6130,22133,15048,18820,preheat
21038,3047,14478,14509,6121,22131,15047,18817,preheat
21004,3041,14496,14497,6130,22131,15057,18837,preheat
21021,3040,14490,14519,6132,22127,15041,18824,preheat
21010,3045,14491,14499,6126,22102,15043,18823,preheat
21021,3033,14492,14532,6125,22121,15045,18828,preheat
21010,3037,14497,14534,6134,22117,15045,18840,preheat
21002,3057,14497,14514,6128,22082,15042,18821,preheat
21005,3056,14506,14512,6120,22113,15042,18818,preheat
20998,3040,14486,14515,6125,22097,15057,18817,preheat
21030,3030,14489,14478,6129,22130,15037,18936,preheat
21003,3034,14494,14517,6128,22119,15051,18823,preheat
21038,3053,14474,14513,6128,22108,15049,18816,preheat
20988,3033,14480,14491,6129,22118,15037,18833,preheat
21018,3023,14483,14520,6124,22147,15042,18816,preheat
21002,3029,14479,14496,6127,22080,15044,18833,preheat
21010,3031,14504,14503,6125,22131,15042,18936,preheat
20999,3032,14482,14501,6129,22072,15035,18825,preheat
21013,3045,14497,14524,6128,22103,15044,18822,preheat
21016,3046,14498,14512,6125,22090,15034,18831,preheat
20985,3047,14491,14502,6123,22104,15054,18822,preheat
21027,3030,14490,14519,6121,22149,15048,18939,preheat
20995,3035,14473,14510,6126,22107,15044,18826,preheat
21027,3034,14487,14492,6127,22140,15040,18942,preheat
21006,3034,14469,14494,6127,22120,15044,18819,preheat
21025,3041,14470,14505,6127,22106,15048,18940,preheat
21032,3011,14489,14488,6129,22108,15033,18827,preheat
21002,3024,14488,14496,6123,22114,15038,18941,preheat
21012,3029,14493,14513,6127,22119,15046,18833,preheat
21003,3024,14476,14526,6129,22100,15043,18827,preheat
20997,3038,14505,14505,6123,22105,15033,18943,preheat
21002,3062,14477,14516,6125,22092,15051,18824,preheat
21041,3047,14474,14506,6125,22120,15043,18819,preheat
21005,3024,14483,14504,6129,22124,15048,18823,preheat
21019,3028,14479,14484,6126,22124,15037,18816,preheat
21016,3032,14490,14508,6121,22122,15036,18823,preheat
21014,3026,14481,14510,6126,22100,15038,18937,preheat
20996,3025,14484,14478,6127,22132,15033,18819,preheat
21016,3037,14492,14530,6124,22102,15043,18825,preheat
20992,3041,14482,14501,6124,22104,15043,18829,preheat
20986,3055,14496,14522,6130,22111,15033,18816,preheat
21002,3032,14487,14503,6116,22103,15033,18930,preheat
21005,3043,14464,14488,6119,22138,15040,18824,preheat
21024,3050,14451,14504,6124,22115,15024,18937,preheat
21001,3040,14484,14498,6130,22093,15022,18816,preheat
21010,3031,14478,14526,6122,22105,15036,18822,preheat
20993,3031,14481,14501,6122,22071,15037,18816,preheat
20971,3042,14497,14502,6126,22099,15029,18935,preheat
21007,3025,14488,14495,6124,22119,15021,18924,preheat
20979,3054,14466,14505,6124,22117,15037,18818,preheat
21012,3043,14465,14500,6123,22125,15031,18818,preheat
20992,3041,14482,14494,6131,22102,15019,18824,preheat
21006,3057,14469,14518,6120,22110,15044,18817,preheat
21002,3042,14480,14496,6121,22073,15034,18819,preheat
20980,3040,14482,14510,6128,22106,15030,18938,preheat
21001,3027,14486,14514,6119,22107,15021,18932,preheat
20995,3048,14483,14507,6124,22107,15035,18823,preheat
21004,3034,14468,14501,6122,22117,15026,18942,preheat
21003,3050,14477,14461,6125,22135,15028,18939,preheat
21016,3039,14465,14515,6122,22111,15022,18933,preheat
20986,3049,14467,14504,6124,22052,15029,18816,preheat
20981,3040,14486,14492,6122,22077,15022,18937,preheat
21009,3039,14481,14479,6121,22117,15030,18925,preheat
21001,3040,14460,14489,6125,22123,15026,18833,preheat
21002,3055,14469,14516,6119,22098,15030,18820,preheat
20993,3069,14484,14496,6131,22109,15031,18817,preheat
20996,3054,14492,14516,6124,22074,15037,18941,preheat
21019,3053,14470,14494,6121,22093,15039,18935,preheat
21017,3029,14493,14485,6124,22122,15033,18942,preheat
21030,3064,14464,14509,6123,22123,15031,18939,preheat
21016,3031,14466,14495,6125,22110,15029,18822,preheat
20998,3041,14469,14509,6125,22116,15030,18820,preheat
21026,3020,14491,14514,6123,22120,15040,18823,preheat
20993,3045,14474,14520,6127,22102,15037,18818,preheat
20998,3038,14484,14496,6123,22137,15022,18924,preheat
21020,3026,14475,14508,6123,22095,15052,18828,preheat
21028,3030,14459,14492,6126,22111,15041,18937,preheat
21002,3031,14486,14480,6128,22117,15020,18935,preheat
21023,3031,14474,14514,6120,22116,15036,18937,preheat
21013,3023,14461,14495,6122,22088,15022,18825,preheat
20984,3069,14482,14516,6125,22110,15023,18816,preheat
20998,3047,14492,14521,6127,22141,15027,18937,preheat
20977,3032,14475,14518,6121,22075,15033,18818,preheat
20998,3040,14481,14498,6121,22121,15027,18935,preheat
21019,3033,14470,14504,6126,22103,15040,18941,preheat
21034,3039,14476,14500,6126,22115,15031,18818,preheat
21010,3041,14487,14485,6121,22123,15020,18939,preheat
21032,3040,14476,14521,6124,22129,15033,18817,preheat
21014,3033,14471,14487,6128,22069,15026,18835,preheat
20985,3040,14486,14516,6128,22121,15030,18821,preheat
21023,3048,14486,14512,6123,22140,15025,18935,preheat
21000,3031,14462,14500,6128,22083,15038,18833,preheat
21037,3033,14482,14490,6128,22145,15030,18942,preheat
21020,3039,14477,14494,6123,22108,15023,18943,preheat
21013,3034,14475,14490,6126,22085,15041,18819,preheat
21019,3030,14507,14504,6126,22110,15020,18824,preheat
21009,3041,14487,14513,6124,22089,15037,18816,preheat
21009,3049,14482,14506,6124,22119,15033,18829,preheat
20998,3040,14489,14515,6128,22116,15029,18846,preheat
21016,3031,14458,14486,6123,22126,15040,18932,preheat
21036,3047,14472,14499,6132,22110,15026,18829,preheat
21019,3054,14484,14508,6126,22126,15029,18938,preheat
21005,3026,14486,14490,6123,22092,15024,18818,preheat
20998,3048,14481,14528,6130,22066,15036,18827,preheat
21018,3041,14489,14502,6123,22123,15021,18935,preheat
20973,3041,14471,14496,6127,22089,15035,18938,preheat
21034,3047,14472,14499,6125,22136,15022,18829,preheat
21013,3061,14477,14501,6124,22102,15013,18820,preheat
20994,3020,14471,14496,6125,22099,15026,18940,preheat
20995,3040,14493,14518,6124,22118,15031,18821,preheat
21000,3037,14468,14505,6131,22107,15055,18824,preheat
21012,3023,14477,14499,6127,22130,15027,18930,preheat
21018,3048,14479,14498,6122,22105,15030,18941,preheat
21024,3048,14468,14505,6124,22108,15022,18943,preheat
20981,3033,14495,14495,6133,22113,15020,18826,preheat
21004,3052,14482,14532,6123,22093,15037,18941,preheat
20985,3031,14474,14507,6117,22090,15019,18816,preheat
20992,3030,14485,14491,6127,22116,15025,18938,preheat
21048,3026,14481,14520,6127,22125,15033,18818,preheat
21009,3034,14458,14483,6130,22092,15030,18942,preheat
21001,3035,14480,14503,6127,22126,15016,18925,preheat
21022,3062,14480,14514,6128,22102,15026,18819,preheat
21002,3022,14466,14506,6132,22058,15022,18819,preheat
20989,3040,14489,14507,6126,22119,15013,18938,preheat
21020,3021,14477,14509,6127,22125,15026,18816,preheat
21025,3027,14450,14511,6128,22098,15023,18942,preheat
21020,3041,14486,14486,6130,22108,15027,18818,preheat
20998,3031,14477,14500,6127,22089,15027,18941,preheat
20990,3017,14490,14514,6125,22096,15028,18935,preheat
21014,3033,14468,14498,6133,22087,15022,18943,preheat
20981,3037,14475,14472,6127,22135,15020,18941,preheat
21023,3029,14471,14497,6127,22125,15021,18940,preheat
20990,3023,14464,14512,6136,22102,15021,18823,preheat
20985,3066,14484,14508,6130,22132,15013,18929,preheat
20978,3042,14472,14490,6129,22092,15033,18933,preheat
21039,3051,14468,14497,6128,22101,15030,18940,preheat
21017,3030,14485,14492,6132,22082,15014,18824,preheat
20969,3033,14486,14492,6131,22087,15018,18942,preheat
21024,3048,14468,14514,6125,22125,15024,18927,preheat
20988,3048,14458,14495,6132,22110,15020,18829,preheat
20992,3030,14473,14501,6131,22128,15018,18937,preheat
21010,3068,14481,14502,6131,22080,15023,18936,preheat
20987,3028,14488,14502,6130,22104,15030,18943,preheat
21040,3039,14448,14493,6131,22105,15033,18825,preheat
21008,3021,14494,14498,6129,22130,15008,18825,preheat
21015,3041,14473,14511,6128,22103,15028,18938,preheat
20983,3056,14469,14510,6129,22089,15013,18942,preheat
20991,3031,14470,14487,6136,22116,15032,18937,preheat
21001,3031,14472,14486,6137,22106,15012,18930,preheat
21020,3043,14480,14508,6132,22100,15024,18820,preheat
20996,3039,14465,14493,6132,22074,15016,18935,preheat
21000,3031,14480,14492,6133,22124,15023,18938,preheat
21006,3038,14446,14497,6133,22102,15009,18933,preheat
21011,3047,14476,14515,6132,22076,15045,18845,preheat
20998,3031,14478,14498,6129,22099,15035,18923,preheat
20990,3021,14476,14474,6131,22142,15022,18926,preheat
21024,3017,14476,14502,6133,22093,15030,18935,preheat
20996,3040,14467,14510,6133,22096,15029,18941,preheat
21008,3038,14467,14507,6135,22093,15034,18829,preheat
21011,3029,14470,14477,6136,22139,15050,18927,preheat
21028,3039,14472,14494,6135,22101,15039,18942,preheat
20994,3040,14475,14487,6140,22044,15054,18934,preheat
21001,3038,14475,14498,6137,22112,15048,18943,preheat
21009,3031,14476,14493,6142,22112,15052,18932,preheat
21011,3031,14453,14496,6138,22092,15071,18822,preheat
20987,3055,14461,14511,6141,22102,15081,18821,preheat
20987,3040,14496,14492,6023,22155,15096,18818,preheat
21033,3047,14470,14504,6020,22105,15100,18817,preheat
21012,3033,14475,14491,6027,22085,14982,18825,preheat
21029,3032,14475,14501,6026,22088,14992,18818,preheat
20988,3022,14491,14499,6028,22117,14990,18822,preheat
21009,3025,14481,14513,6028,22097,15021,18821,preheat
20993,3027,14463,14508,6033,22089,15022,18826,preheat
21000,3047,14483,14504,6040,22109,15055,18828,preheat
21010,3045,14479,14482,6044,22131,15070,18825,preheat
21026,3028,14489,14496,6041,22105,15087,18828,preheat
21038,3049,14449,14496,6050,22111,15090,18825,preheat
20991,3048,14491,14501,6058,22110,15235,18852,preheat
21006,3020,14480,14515,6058,22091,15271,18832,preheat
21024,3049,14493,14514,6057,22124,15306,18846,preheat
21022,3023,14466,14509,6063,22072,15333,18849,preheat
21018,3040,14487,14494,6071,22146,15330,18834,preheat
21020,3046,14490,14512,6073,22105,15350,18848,preheat
21047,3041,14494,14530,6079,22111,15270,18864,preheat
21026,3020,14485,14537,6087,22054,15285,18876,preheat
20992,3053,14504,14516,6087,22106,15322,18848,preheat
21035,3022,14489,14521,6088,22116,15341,18852,preheat
21025,3051,14494,14522,6100,22119,15530,18896,preheat
21055,3039,14477,14520,6103,22102,15529,18882,preheat
21016,3055,14495,14499,6113,22117,15548,18885,preheat
21040,3054,14501,14540,6113,22111,15599,18889,preheat
21037,3051,14495,14537,6121,22086,15496,18904,preheat
21012,3055,14507,14510,6128,22102,15533,18887,preheat
21036,3053,14493,14537,6130,22113,15563,18894,preheat
21034,3041,14499,14530,6141,22105,15609,18914,preheat
21052,3034,14510,14547,6274,22105,15769,18894,preheat
21036,3040,14500,14508,6281,22105,15800,18933,preheat
21035,3024,14510,14545,6288,22108,15835,18925,preheat
21070,3034,14519,14558,6289,22113,15749,18926,preheat
21054,3039,14503,14550,6302,22107,15793,19076,preheat
21057,3021,14511,14536,6307,22122,15827,19075,preheat
21069,3044,14512,14548,6311,22126,15869,19104,preheat
21089,3024,14521,14562,6321,22114,16034,19099,preheat
21041,3041,14523,14568,6332,22090,16084,19104,preheat
21045,3034,14526,14570,6338,22078,16001,19122,preheat
21059,3042,14539,14567,6338,22124,16052,19113,preheat
21087,3034,14524,14568,6350,22124,16107,19132,preheat
21100,3041,14515,14568,6362,22108,16265,19143,preheat
21072,3035,14541,14561,6365,22113,16307,19153,preheat
21098,3047,14554,14594,6376,22106,16369,19176,preheat
21094,3030,14568,14609,6381,22113,16284,19181,preheat
21078,3032,14541,14602,6385,22114,16331,19174,preheat
21104,3044,14543,14591,6396,22109,16367,19189,preheat
21087,3034,14547,14600,6281,22125,16552,19078,preheat
21128,3023,14540,14609,6285,22141,16599,19093,preheat
21113,3062,14564,14607,6293,22121,16636,19113,preheat
21106,3043,14550,14612,6296,22142,16585,19115,preheat
21119,3032,14570,14626,6309,22111,16619,19138,preheat
21108,3023,14578,14638,6320,22111,16790,19129,preheat
21119,3032,14564,14644,6323,22125,16837,19127,preheat
21100,3030,14556,14633,6335,22122,16893,19169,preheat
21128,3023,14562,14639,6344,22103,16823,19168,preheat
21150,3050,14588,14663,6354,22136,16861,19186,preheat
21136,3056,14576,14660,6366,22101,17036,19337,preheat
21154,3021,14582,14653,6371,22133,17086,19334,preheat
21149,3031,14592,14661,6383,22136,17134,19370,preheat
21151,3041,14603,14686,6391,22128,17058,19373,preheat
21162,3031,14607,14688,6399,22160,17115,19375,preheat
21167,3034,14591,14686,6539,22117,17295,19401,preheat
21162,3027,14593,14686,6549,22153,17338,19405,preheat
21191,3048,14629,14738,6554,22168,17400,19438,preheat
21180,3026,14613,14723,6568,22123,17325,19441,preheat
21162,3031,14617,14719,6574,22145,17369,19328,preheat
21200,3048,14618,14710,6588,22146,17537,19349,preheat
21214,3042,14622,14729,6595,22166,17590,19358,preheat
21206,3026,14655,14748,6602,22147,17646,19387,preheat
21204,3030,14629,14745,6611,22116,17568,19381,preheat
21197,3042,14642,14735,6619,22171,17609,19412,preheat
21229,3049,14635,14757,6633,22167,17651,19425,preheat
21230,3034,14642,14776,6642,22134,17847,19590,preheat
21203,3037,14669,14770,6654,22144,17887,19592,preheat
21207,3033,14668,14802,6535,22142,17814,19597,preheat
21246,3032,14671,14800,6545,22179,17849,19609,preheat
21253,3048,14672,14796,6557,22176,18048,19637,preheat
21262,3025,14675,14800,6565,22187,18081,19660,preheat
21275,3041,14694,14799,6578,22192,18106,19680,preheat
21266,3031,14678,14836,6585,22167,18175,19683,preheat
21272,3041,14678,14831,6595,22157,18077,19587,preheat
21260,3040,14705,14836,6601,22165,18127,19596,preheat
21269,3038,14704,14869,6606,22190,18169,19601,preheat
21292,3053,14697,14867,6628,22169,18350,19647,preheat
21284,3061,14696,14834,6635,22180,18398,19638,preheat
21305,3023,14698,14868,6647,22218,18326,19686,preheat
21314,3062,14716,14896,6652,22195,18350,19676,preheat
21285,3047,14730,14902,6793,22162,18383,19704,preheat
21288,3029,14741,14915,6801,22161,18568,19856,preheat
21315,3053,14757,14927,6810,22216,18592,19860,preheat
21313,3042,14745,14932,6821,22201,18651,19879,preheat
21339,3051,14759,14935,6833,22212,18677,19893,preheat
21329,3033,14744,14942,6846,22200,18583,19914,preheat
21355,3049,14753,14974,6848,22209,18634,19933,preheat
21340,3032,14766,14960,6862,22226,18675,19843,preheat
21337,3042,14764,14972,6874,22209,18852,19966,preheat
21350,3044,14788,14996,6885,22195,18887,19878,preheat
21344,3039,14790,14984,6892,22190,18918,19875,preheat
21372,3035,14789,15007,6907,22210,18831,19898,preheat
21377,3045,14788,15015,6788,22220,18867,19922,preheat
21373,3034,14794,15014,6801,22218,18905,19932,preheat
21394,3041,14806,15054,6809,22222,19072,19963,preheat
21378,3046,14825,15057,6818,22252,19091,20099,preheat
21399,3069,14825,15059,6826,22234,19131,20114,preheat
21394,3045,14812,15068,6837,22214,19185,20146,preheat
21410,3045,14825,15067,6849,22254,19077,20152,preheat
21429,3049,14847,15090,6857,22261,19112,20176,preheat
21421,3046,14834,15117,6876,22230,19145,20199,preheat
21401,3047,14862,15104,6887,22255,19179,20215,preheat
21435,3043,14873,15140,6890,22210,19341,20112,preheat
21445,3041,14877,15140,6902,22255,19374,20111,preheat
21445,3044,14877,15151,7043,22246,19416,20127,preheat
21450,3054,14879,15147,7051,22270,19433,20156,preheat
21466,3046,14892,15144,7061,22275,19454,20174,preheat
21483,3046,14896,15206,7064,22272,19360,20187,preheat
21473,3038,14892,15199,7079,22253,19390,20218,preheat
21464,3042,14905,15206,7091,22276,19429,20221,preheat
21474,3058,14922,15216,7103,22275,19451,20379,preheat
21465,3038,14933,15244,7114,22264,19608,20391,preheat
21496,3059,14920,15239,7119,22296,19657,20410,preheat
21521,3047,14938,15258,7131,22275,19678,20432,preheat
21524,3058,14946,15263,7145,22306,19702,20431,preheat
21518,3046,14940,15252,7148,22304,19593,20457,preheat
21525,3054,14956,15287,7162,22296,19619,20471,preheat
21531,3035,14977,15319,7043,22312,19632,20376,preheat
21522,3046,14980,15330,7051,22277,19695,20400,preheat
21523,3046,14978,15328,7061,22298,19683,20402,preheat
21517,3035,14983,15334,7069,22302,19850,20404,preheat
21555,3052,14995,15361,7076,22332,19864,20424,preheat
21538,3039,14991,15365,7094,22306,19904,20460,preheat
21545,3058,15005,15354,7100,22328,19922,20458,preheat
21564,3038,15012,15365,7107,22326,19935,20613,preheat
21570,3044,15025,15417,7120,22314,19852,20616,preheat
21575,3060,15020,15390,7131,22320,19854,20642,preheat
21581,3054,15051,15428,7140,22329,19897,20663,preheat
21579,3067,15057,15448,7154,22343,19896,20677,preheat
21564,3054,15061,15454,7154,22336,19937,20686,preheat
21603,3045,15046,15458,7163,22349,19958,20702,preheat
21597,3059,15069,15466,7310,22393,20132,20618,preheat
21633,3045,15061,15483,7315,22394,20143,20734,preheat
21611,3054,15069,15500,7322,22344,20136,20621,preheat
21614,3053,15101,15504,7326,22369,20171,20635,preheat
21616,3046,15116,15513,7340,22365,20193,20670,preheat
21634,3046,15113,15547,7355,22342,20217,20675,preheat
21627,3039,15124,15554,7357,22365,20098,20679,preheat
21650,3056,15125,15563,7369,22365,20128,20706,preheat
21650,3046,15128,15578,7374,22412,20137,20709,preheat
