adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,status
22694,3238,18520,18336,8421,23483,21716,22429,preheat
22717,3237,18540,18350,8419,23509,21709,22439,preheat
22711,3237,18570,18355,8443,23516,21734,22453,preheat
22717,3244,18545,18358,8426,23485,21707,22422,preheat
22721,3243,18527,18339,8422,23497,21717,22439,preheat
22746,3236,18531,18351,8426,23518,21701,22442,preheat
22703,3249,18552,18350,8417,23498,21698,22440,preheat
22716,3265,18552,18358,8421,23488,21716,22427,preheat
22679,3238,18529,18345,8412,23491,21704,22429,preheat
22716,3236,18519,18329,8407,23487,21697,22419,preheat
22698,3247,18531,18328,8429,23509,21686,22429,preheat
22724,3245,18528,18342,8411,23510,21715,22443,preheat
22744,3244,18546,18338,8412,23503,21703,22437,preheat
22688,3236,18533,18349,8423,23484,21707,22434,preheat
22721,3252,18540,18331,8420,23522,21710,22436,preheat
22730,3252,18536,18340,8427,23529,21707,22439,preheat
22744,3262,18551,18378,8415,23508,21711,22442,preheat
22733,3243,18559,18349,8421,23518,21706,22436,preheat
22721,3235,18548,18353,8420,23509,21688,22425,preheat
22708,3231,18518,18296,8404,23525,21681,22409,preheat
22738,3229,18526,18323,8410,23501,21681,22413,preheat
22743,3236,18560,18376,8429,23552,21738,22485,preheat
22719,3237,18547,18342,8414,23515,21677,22426,preheat
22676,3258,18524,18332,8395,23487,21679,22411,preheat
22726,3238,18533,18330,8409,23536,21689,22422,preheat
22706,3244,18516,18314,8408,23487,21661,22428,preheat
22720,3266,18528,18325,8401,23530,21685,22412,preheat
22716,3217,18525,18294,8407,23514,21672,22423,preheat
22716,3271,18520,18351,8396,23482,21680,22418,preheat
22702,3235,18510,18312,8394,23494,21649,22527,preheat
22712,3242,18518,18332,8406,23522,21646,22408,preheat
22682,3230,18507,18299,8382,23498,21648,22400,preheat
22716,3237,18509,18318,8400,23479,21660,22410,preheat
22694,3244,18516,18329,8390,23509,21663,22412,preheat
22729,3277,18504,18310,8390,23506,21653,22405,preheat
22722,3260,18519,18318,8405,23523,21660,22412,preheat
22703,3247,18504,18310,8382,23507,21649,22526,preheat
22711,3252,18522,18316,8386,23473,21651,22401,preheat
22695,3239,18490,18299,8391,23474,21661,22403,preheat
22699,3243,18501,18296,8388,23505,21634,22521,preheat
22710,3237,18502,18269,8388,23494,21633,22402,preheat
22726,3246,18510,18317,8378,23510,21655,22403,preheat
22720,3243,18509,18327,8390,23476,21502,22404,preheat
22680,3242,18496,18288,8383,23466,21645,22509,preheat
22718,3241,18493,18291,8382,23529,21636,22523,preheat
22694,3249,18500,18270,8374,23475,21488,22513,preheat
22734,3266,18517,18316,8382,23529,21648,22519,preheat
22675,3260,18480,18292,8381,23473,21492,22404,preheat
22676,3239,18499,18295,8372,23501,21502,22515,preheat
22679,3235,18475,18256,8376,23502,21493,22505,preheat
22731,3265,18485,18272,8366,23481,21469,22506,preheat
22697,3259,18492,18294,8361,23483,21487,22517,preheat
22675,3230,18482,18282,8367,23475,21493,22509,preheat
22686,3267,18491,18275,8368,23493,21494,22510,preheat
22682,3236,18455,18255,8376,23505,21494,22524,preheat
22687,3253,18488,18290,8369,23494,21491,22522,preheat
22700,3242,18477,18280,8366,23474,21482,22405,preheat
22666,3234,18483,18277,8375,23507,21502,22521,preheat
22667,3273,18487,18253,8361,23496,21488,22494,preheat
22692,3241,18460,18256,8362,23501,21479,22485,preheat
22701,3229,18481,18264,8352,23470,21458,22496,preheat
22668,3234,18462,18260,8351,23493,21467,22494,preheat
22676,3240,18483,18264,8365,23463,21469,22507,preheat
22685,3244,18515,18274,8364,23496,21471,22479,preheat
22696,3236,18465,18264,8354,23488,21458,22477,preheat
22678,3249,18472,18254,8350,23499,21477,22510,preheat
22700,3238,18456,18255,8351,23483,21453,22498,preheat
22695,3245,18486,18255,8363,23513,21450,22511,preheat
22667,3253,18462,18258,8347,23477,21463,22499,preheat
22694,3236,18471,18266,8348,23480,21433,22502,preheat
22639,3236,18466,18239,8358,23440,21452,22503,preheat
22677,3242,18453,18246,8346,23508,21445,22491,preheat
22685,3273,18458,18225,8342,23499,21443,22494,preheat
22708,3247,18438,18256,8335,23486,21451,22466,preheat
22677,3244,18451,18243,8348,23468,21432,22506,preheat
22696,3228,18476,18268,8362,23504,21471,22513,preheat
22661,3230,18470,18248,8350,23478,21436,22473,preheat
22664,3237,18463,18248,8336,23480,21449,22490,preheat
22682,3248,18449,18228,8336,23494,21445,22475,preheat
22665,3231,18434,18241,8347,23484,21435,22487,preheat
22678,3245,18447,18224,8334,23511,21425,22463,preheat
22695,3237,18455,18228,8344,23463,21420,22472,preheat
22669,3235,18439,18235,8329,23474,21420,22468,preheat
22669,3254,18437,18218,8337,23458,21403,22476,preheat
22650,3230,18448,18241,8334,23469,21424,22474,preheat
22675,3260,18447,18240,8323,23502,21409,22461,preheat
22645,3245,18447,18228,8327,23478,21420,22469,preheat
22668,3245,18441,18245,8338,23492,21429,22467,preheat
22663,3239,18444,18211,8332,23527,21410,22472,preheat
22649,3237,18434,18216,8321,23456,21397,22461,preheat
22681,3264,18422,18201,8189,23487,21418,22470,preheat
22665,3228,18422,18224,8191,23451,21403,22465,preheat
22660,3242,18476,18245,8324,23474,21401,22452,preheat
22629,3254,18426,18202,8184,23463,21414,22438,preheat
22668,3233,18446,18217,8179,23481,21421,22478,preheat
22664,3232,18420,18204,8327,23477,21427,22492,preheat
22674,3236,18419,18223,8190,23495,21394,22463,preheat
22659,3240,18431,18183,8184,23475,21377,22448,preheat
22676,3241,18425,18216,8178,23464,21397,22474,preheat
22674,3236,18443,18233,8328,23497,21428,22486,preheat
22656,3250,18441,18223,8320,23488,21393,22443,preheat
22673,3237,18451,18206,8173,23479,21379,22444,preheat
22650,3244,18426,18205,8185,23476,21416,22467,preheat
22683,3225,18411,18216,8321,23503,21403,22476,preheat
22687,3272,18433,18173,8179,23501,21388,22469,preheat
22670,3245,18418,18191,8178,23481,21398,22444,preheat
22680,3251,18445,18222,8184,23493,21397,22483,preheat
22654,3247,18419,18206,8320,23455,21405,22473,preheat
22663,3265,18428,18216,8184,23500,21378,22452,preheat
22651,3241,18428,18192,8176,23482,21384,22456,preheat
22681,3253,18422,18192,8172,23510,21412,22485,preheat
22672,3246,18399,18184,8174,23485,21394,22471,preheat
22672,3241,18398,18203,8179,23496,21485,22435,preheat
22631,3236,18421,18173,8179,23483,21495,22460,preheat
22691,3262,18412,18210,8166,23478,21393,22466,preheat
22647,3269,18432,18192,8173,23486,21498,22458,preheat
22638,3246,18430,18206,8181,23485,21388,22449,preheat
22665,3236,18432,18191,8172,23516,21482,22433,preheat
22647,3235,18417,18178,8164,23476,21376,22453,preheat
22697,3230,18408,18198,8175,23536,21387,22456,preheat
22669,3250,18399,18185,8172,23479,21477,22454,preheat
22647,3245,18404,18191,8158,23475,21488,22431,preheat
22645,3238,18402,18167,8167,23502,21481,22446,preheat
22643,3253,18403,18192,8164,23448,21487,22433,preheat
22661,3241,18402,18167,8155,23492,21471,22419,preheat
22648,3233,18420,18212,8179,23475,21390,22473,preheat
22674,3239,18418,18169,8158,23507,21484,22431,preheat
22659,3247,18394,18162,8164,23486,21469,22427,preheat
22665,3240,18392,18177,8147,23495,21470,22424,preheat
22646,3233,18376,18161,8150,23452,21460,22428,preheat
22635,3235,18400,18163,8154,23481,21478,22453,preheat
22629,3232,18398,18167,8154,23461,21464,22443,preheat
22627,3256,18391,18171,8155,23454,21467,22424,preheat
22650,3257,18383,18137,8138,23484,21464,22416,preheat
22642,3235,18391,18151,8151,23471,21478,22414,preheat
22679,3257,18398,18163,8152,23518,21464,22433,preheat
22656,3255,18390,18149,8143,23474,21451,22425,preheat
22654,3246,18374,18157,8136,23484,21460,22421,preheat
22646,3262,18373,18136,8143,23454,21445,22438,preheat
22646,3268,18393,18145,8148,23459,21444,22423,preheat
22670,3234,18395,18166,8141,23488,21440,22271,preheat
22647,3243,18374,18154,8138,23488,21454,22423,preheat
22640,3243,18338,18120,8133,23449,21440,22422,preheat
22645,3237,18381,18133,8142,23458,21459,22434,preheat
22633,3252,18360,18132,8135,23489,21429,22412,preheat
22629,3233,18406,18179,8152,23473,21465,22449,preheat
22655,3237,18406,18163,8135,23484,21449,22415,preheat
22637,3249,18367,18136,8126,23464,21432,22404,preheat
22620,3248,18367,18131,8126,23473,21436,22271,preheat
22626,3247,18348,18109,8124,23487,21423,22264,preheat
22644,3255,18369,18126,8129,23484,21426,22400,preheat
22660,3235,18369,18146,8127,23488,21434,22271,preheat
22624,3266,18360,18119,8131,23463,21419,22419,preheat
22622,3257,18378,18141,8122,23462,21427,22400,preheat
22617,3238,18364,18123,8124,23462,21416,22417,preheat
22609,3234,18362,18133,8125,23448,21427,22270,preheat
22626,3258,18357,18113,8113,23485,21412,22259,preheat
22606,3241,18363,18136,8124,23458,21410,22416,preheat
22627,3231,18365,18093,8111,23466,21420,22266,preheat
22671,3247,18354,18095,8117,23472,21391,22263,preheat
22633,3248,18354,18132,8109,23460,21409,22265,preheat
22633,3242,18340,18114,8116,23446,21394,22268,preheat
22610,3227,18337,18132,8114,23430,21418,22433,preheat
22599,3238,18363,18112,8115,23476,21406,22261,preheat
22617,3237,18340,18112,8117,23436,21407,22408,preheat
22673,3238,18394,18146,8123,23530,21445,22420,preheat
22657,3259,18361,18118,8124,23497,21435,22411,preheat
22639,3237,18350,18123,8117,23496,21405,22408,preheat
22615,3228,18351,18089,8104,23483,21376,22254,preheat
22619,3266,18343,18101,8097,23449,21391,22250,preheat
22610,3252,18350,18096,8104,23468,21396,22266,preheat
22620,3242,18316,18117,8107,23427,21247,22261,preheat
22592,3262,18354,18111,8106,23469,21241,22249,preheat
22580,3240,18338,18092,8103,23456,21395,22229,preheat
22665,3247,18362,18121,8097,23453,21389,22230,preheat
22613,3239,18342,18100,8094,23464,21396,22255,preheat
22651,3231,18342,18104,8109,23479,21247,22239,preheat
22603,3236,18332,18068,8102,23464,21242,22248,preheat
22627,3240,18315,18074,8088,23467,21231,22223,preheat
22631,3275,18328,18101,8109,23463,21230,22236,preheat
22609,3256,18316,18083,8092,23446,21401,22270,preheat
22645,3244,18357,18106,8101,23454,21241,22255,preheat
22571,3241,18351,18099,8098,23444,21246,22254,preheat
22613,3239,18323,18091,8089,23481,21239,22227,preheat
22628,3230,18339,18094,8092,23472,21377,22243,preheat
22607,3245,18312,18061,8085,23455,21378,22241,preheat
22633,3249,18329,18076,8097,23490,21231,22260,preheat
22614,3255,18315,18069,8082,23470,21226,22218,preheat
22643,3241,18342,18093,8104,23498,21383,22248,preheat
22624,3241,18318,18101,8086,23454,21238,22246,preheat
22601,3261,18329,18075,8095,23449,21237,22236,preheat
22585,3225,18339,18081,8086,23452,21230,22243,preheat
22603,3251,18321,18060,8075,23486,21222,22259,preheat
22627,3255,18336,18074,8073,23463,21242,22217,preheat
22601,3236,18289,18059,8075,23466,21213,22226,preheat
22621,3250,18307,18068,8082,23461,21228,22237,preheat
22629,3233,18336,18073,8096,23512,21241,22245,preheat
22635,3244,18326,18053,8076,23482,21218,22237,preheat
22613,3233,18288,18090,8069,23485,21211,22218,preheat
22619,3273,18345,18104,8099,23487,21239,22271,preheat
22645,3244,18347,18088,8081,23472,21230,22242,preheat
22609,3246,18315,18059,8077,23460,21208,22213,preheat
22600,3235,18325,18080,8067,23455,21220,22224,preheat
22618,3254,18294,18055,8065,23447,21214,22228,preheat
22596,3248,18307,18061,8079,23471,21205,22228,preheat
22602,3235,18283,18029,8190,23474,21202,22216,preheat
22658,3253,18335,18075,8084,23510,21223,22256,preheat
22594,3265,18299,18057,8186,23448,21205,22217,preheat
22609,3248,18319,18060,8077,23456,21190,22223,preheat
22577,3226,18311,18065,8069,23445,21200,22230,preheat
22596,3235,18297,18064,8185,23469,21190,22214,preheat
22563,3234,18297,18060,8068,23434,21190,22207,preheat
22603,3240,18283,18026,8184,23452,21200,22203,preheat
22580,3235,18297,18027,8067,23489,21191,22206,preheat
22597,3239,18271,18036,8182,23460,21171,22211,preheat
22618,3235,18306,18074,8185,23469,21177,22205,preheat
22598,3245,18276,18049,8188,23458,21182,22215,preheat
22588,3237,18302,18038,8186,23452,21178,22214,preheat
22576,3270,18317,18045,8187,23466,21181,22194,preheat
22630,3248,18304,18042,8168,23454,21174,22178,preheat
22578,3246,18283,18021,8175,23467,21186,22232,preheat
22615,3241,18279,18037,8179,23464,21175,22201,preheat
22592,3250,18286,18009,8191,23531,21208,22242,preheat
22640,3234,18289,18068,8064,23479,21190,22213,preheat
22611,3229,18302,18037,8182,23478,21181,22232,preheat
22597,3271,18258,18042,8177,23459,21165,22203,preheat
22574,3267,18309,18039,8185,23464,21171,22215,preheat
22574,3243,18283,18070,8183,23456,21169,22201,preheat
22597,3263,18290,18030,8166,23473,21152,22191,preheat
22570,3233,18260,18023,8167,23448,21190,22194,preheat
22630,3231,18316,18047,8185,23526,21193,22225,preheat
22606,3239,18296,18018,8177,23480,21167,22206,preheat
22597,3240,18269,18011,8161,23476,21163,22184,preheat
22581,3230,18280,18012,8170,23452,21140,22230,preheat
22574,3264,18277,18007,8154,23453,21154,22172,preheat
22593,3247,18274,18002,8165,23436,21152,22195,preheat
22577,3253,18265,18047,8178,23465,21189,22225,preheat
22597,3242,18279,18032,8164,23469,21131,22186,preheat
22567,3231,18280,18013,8159,23454,21156,22189,preheat
22628,3236,18295,18030,8164,23506,21163,22178,preheat
22576,3240,18240,17998,8152,23466,21157,22186,preheat
22598,3233,18255,17979,8152,23490,21139,22175,preheat
22592,3256,18278,18016,8172,23473,21157,22189,preheat
22593,3249,18245,17998,8149,23455,21139,22181,preheat
22587,3254,18268,17994,8159,23445,21125,22206,preheat
22569,3251,18253,18012,8150,23466,21133,22174,preheat
22579,3266,18272,18023,8147,23448,21126,22167,preheat
22579,3241,18281,18038,8163,23460,21156,22204,preheat
22590,3268,18270,18007,8149,23458,21242,22155,preheat
22594,3236,18252,18003,8147,23444,21136,22170,preheat
22583,3264,18267,17992,8142,23473,21132,22171,preheat
22599,3236,18241,17981,8146,23466,21125,22173,preheat
22579,3233,18233,17983,8142,23492,21238,22151,preheat
22603,3234,18284,18002,8159,23488,21140,22184,preheat
22578,3232,18232,17997,8136,23440,21247,22162,preheat
22565,3230,18259,17984,8144,23435,21235,22170,preheat
22576,3229,18281,18026,8155,23441,21130,22162,preheat
22564,3241,18275,17991,8136,23437,21243,22160,preheat
22558,3233,18252,17971,8152,23422,21122,22154,preheat
22572,3231,18266,18000,8141,23467,21122,22150,preheat
22573,3236,18238,17976,8136,23442,21240,22145,preheat
22584,3235,18255,17993,8129,23463,21239,22156,preheat
22561,3238,18221,17956,8129,23470,21139,22181,preheat
22594,3243,18242,17983,8148,23518,21245,22170,preheat
22587,3236,18244,17966,8145,23455,21217,22153,preheat
22575,3238,18221,17984,8127,23501,21233,22167,preheat
22563,3246,18228,17955,8145,23442,21224,22192,preheat
22559,3245,18236,17970,8121,23439,21225,22148,preheat
22558,3234,18267,17999,8149,23472,21130,22188,preheat
22575,3244,18287,18006,8140,23453,21240,22169,preheat
22584,3230,18231,17967,8129,23463,21211,22262,preheat
22540,3246,18234,17973,8127,23468,21205,22144,preheat
22552,3263,18232,17962,8117,23456,21222,22265,preheat
22575,3233,18226,17975,8118,23441,21220,22168,preheat
22611,3236,18227,17970,8120,23473,21225,22267,preheat
22551,3236,18212,17934,8128,23455,21206,22146,preheat
22559,3234,18207,17951,8110,23447,21193,22243,preheat
22570,3247,18242,17948,8117,23473,21193,22271,preheat
22551,3238,18214,17974,8116,23452,21208,22146,preheat
22562,3234,18240,17949,8122,23450,21198,22150,preheat
22539,3244,18213,17947,8123,23458,21202,22262,preheat
22579,3265,18245,17967,8123,23433,21212,22147,preheat
22530,3237,18215,17953,8118,23440,21206,22263,preheat
22553,3261,18231,17954,8119,23466,21209,22171,preheat
22566,3231,18230,17952,8109,23469,21212,22258,preheat
22575,3232,18215,17946,8117,23442,21195,22247,preheat
22535,3234,18234,17969,8126,23476,21230,22151,preheat
22602,3229,18213,17948,8112,23459,21188,22262,preheat
22547,3232,18210,17954,8114,23457,21182,22150,preheat
22571,3231,18205,17960,8100,23455,21187,22247,preheat
22571,3242,18211,17935,8113,23460,21183,22154,preheat
22558,3235,18195,17967,8109,23434,21195,22252,preheat
22545,3251,18226,17944,8121,23440,21181,22145,preheat
22536,3231,18209,17948,8101,23407,21170,22259,preheat
22546,3235,18217,17935,8101,23461,21195,22246,preheat
22534,3273,18191,17937,8097,23436,21197,22258,preheat
22564,3258,18224,17930,8092,23449,21176,22226,preheat
22536,3241,18195,17920,8102,23448,21198,22252,preheat
22584,3233,18200,17942,8096,23466,21179,22244,preheat
22565,3247,18182,17917,8099,23460,21171,22258,preheat
22547,3230,18186,17933,8093,23456,21166,22243,preheat
22542,3237,18182,17918,8102,23466,21177,22249,preheat
22574,3271,18188,17950,8100,23495,21204,22270,preheat
22573,3250,18213,17932,8110,23424,21168,22256,preheat
22552,3245,18183,17955,8104,23447,21164,22246,preheat
22552,3272,18209,17920,8099,23432,21159,22258,preheat
22536,3228,18200,17935,8091,23433,21169,22241,preheat
22541,3268,18184,17931,8088,23443,21154,22248,preheat
22533,3232,18213,17923,8094,23434,21157,22234,preheat
22562,3243,18177,17916,8091,23451,21144,22219,preheat
22533,3245,18201,17932,8086,23422,21163,22246,preheat
